node_name,ogt_full_signal,ogt_presence_only_signal
1784,53.554546,30.0522
1785,43.02839,30.04974
1786,49.94988,31.61907
1787,55.473988,27.887217
1788,37.080635,26.896824
1789,34.280735,35.89214
1790,57.113228,29.087309
1791,38.24354,33.60298
1792,32.455246,18.591438
1793,35.16126,26.287235
1794,49.330467,30.649216
1795,37.76949,31.790243
1796,52.72661,32.58004
1797,30.663534,32.226215
1798,40.40426,27.562696
1799,44.97673,35.908287
1800,48.047256,33.293266
1801,45.32383,41.40983
1802,34.98848,35.911076
1803,36.824844,23.872677
1804,53.361706,23.516554
1805,39.057014,24.545504
1806,31.375233,24.840988
1807,60.061275,27.419773
1808,37.430687,29.147472
1809,25.93268,28.390776
1810,36.75945,34.974064
1811,36.251102,28.413803
1812,40.578377,31.041933
1813,41.71816,28.956089
1814,33.56049,23.261923
1815,35.059128,29.865322
1816,59.877148,29.331085
1817,31.721176,27.458714
1818,36.420933,26.151876
1819,30.666063,30.207825
1820,38.240517,31.33685
1821,35.381733,27.754583
1822,30.151398,24.403738
1823,31.542637,35.68443
1824,54.346226,39.66444
1825,46.231686,24.078278
1826,36.337738,28.467836
1827,40.961178,26.044312
1828,47.242786,30.84975
1829,52.598286,37.438297
1830,48.96831,31.451117
1831,50.987247,29.334324
1832,38.078148,30.51298
1833,57.835445,28.11867
1834,35.19286,32.53076
1835,34.465233,14.688189
1836,38.69959,34.73432
1837,51.37364,41.34326
1838,27.597448,27.85113
1839,43.801945,23.20803
1840,45.387333,20.746008
1841,39.287544,31.402193
1842,43.47107,33.669582
1843,32.451878,34.626205
1844,43.971783,34.021526
1845,39.925247,31.577456
1846,29.427038,21.077967
1847,46.79607,38.46078
1848,34.188644,23.586828
1849,36.62321,27.13697
1850,43.360928,34.51265
1851,32.112335,26.459038
1852,58.405685,28.111626
1853,30.687786,28.028677
1854,33.920597,24.476784
1855,33.839283,27.048824
1856,32.373844,28.84878
1857,44.494343,39.923115
1858,59.335865,24.280312
1859,54.990696,29.78062
1860,39.77232,32.626255
1861,32.43244,24.961412
1862,57.22118,32.80795
1863,36.103848,29.435368
1864,39.314617,23.767458
1865,56.812916,26.33889
1866,60.571915,33.44272
1867,33.801956,32.307186
1868,41.435738,33.410362
1869,39.35221,31.163063
1870,52.48293,23.32204
1871,33.85669,29.0665
1872,47.143818,26.981539
1873,28.407404,23.401083
1874,38.989147,35.599194
1875,34.862267,26.984287
1876,38.42479,31.367523
1877,37.58538,35.50779
1878,32.180984,34.652267
1879,32.168896,35.096058
1880,32.35032,29.731546
1881,31.393097,30.974218
1882,34.875645,35.45159
1883,37.221508,37.182243
1884,55.210186,30.216703
1885,42.19723,20.779266
1886,34.745605,32.097282
1887,40.85542,31.331617
1888,55.89828,29.529888
1889,49.088875,23.199646
1890,32.367393,29.093088
1891,43.34257,33.502243
1892,55.02396,28.45766
1893,45.713486,30.636879
1894,43.496258,30.162582
1895,52.433945,25.046448
1896,30.247791,24.97342
1897,38.42942,22.889996
1898,33.76484,28.609848
1899,31.336535,27.657682
1900,34.35937,32.846214
1901,41.851032,25.926462
1902,38.224834,38.4159
1903,57.492397,27.535603
1904,48.839508,21.851542
1905,35.712875,28.529045
1906,60.55669,32.198364
1907,37.405903,30.91586
1908,41.132812,30.678808
1909,45.666546,28.167877
1910,54.815838,33.98947
1911,30.837273,31.495527
1912,41.569443,35.71486
1913,32.911404,23.884602
1914,41.866756,28.997656
1915,41.71816,22.006811
1916,32.181316,28.164536
1917,35.886864,34.1763
1918,39.872112,30.397345
1919,59.860172,28.323307
1920,34.48172,29.354464
1921,59.084915,28.378052
1922,39.69739,26.517458
1923,43.7628,35.418262
1924,47.958244,33.475735
1925,54.872715,26.387596
1926,46.42131,21.476812
1927,50.217003,26.603575
1928,31.248013,27.70744
1929,39.823982,34.392696
1930,30.042542,21.466524
1931,35.81164,33.078114
1932,38.07592,28.415339
1933,57.219845,33.69298
1934,45.83222,33.19832
1935,40.90334,36.27142
1936,47.243294,32.93311
1937,54.77143,22.125952
1938,29.587925,29.32528
1939,63.776363,40.800606
1940,35.10989,23.671272
1941,38.198902,31.231451
1942,31.80264,24.206083
1943,33.732952,29.063469
1944,56.508038,29.150434
1945,44.25939,33.925808
1946,40.075676,27.62144
1947,44.344597,30.207973
1948,33.78997,28.541395
1949,56.07397,32.565983
1950,38.29811,29.477821
1951,31.935293,27.19066
1952,34.083195,26.263992
1953,55.931343,32.373924
1954,36.872463,28.45182
1955,59.181633,38.41822
1956,38.69251,36.95959
1957,49.675972,32.085415
1958,33.89674,31.101706
1959,35.177925,25.02153
1960,45.712982,29.45997
1961,53.136715,31.190475
1962,41.86316,34.96901
1963,40.379192,28.22618
1964,49.068596,26.0456
1965,35.97231,29.508444
1966,38.235798,28.701632
1967,34.288063,23.654524
1968,55.075813,33.447556
1969,56.81671,30.364166
1970,44.28455,22.884491
1971,52.542114,30.791227
1972,49.70928,24.210526
1973,33.65027,23.182632
1974,34.506958,27.58242
1975,49.997196,26.27411
1976,56.281944,29.47446
1977,47.598717,33.35898
1978,33.62633,26.941572
1979,36.731964,28.138174
1980,47.82687,27.653769
1981,54.840965,24.988852
1982,33.553127,23.269684
1983,36.573063,35.227676
1984,52.468838,25.437983
1985,31.371338,28.267002
1986,35.840313,30.048195
1987,40.962826,31.431751
1988,48.26011,24.611917
1989,36.798187,30.24067
1990,51.348427,37.606018
1991,34.271725,31.534311
1992,50.751625,28.835838
1993,38.895042,27.197042
1994,51.1743,26.459293
1995,41.644,22.75907
1996,60.35871,29.797915
1997,40.99933,21.050823
1998,59.741837,26.72344
1999,41.24941,27.737362
2000,60.798874,43.4685
2001,50.632626,32.807175
2002,59.496624,41.527122
2003,38.241478,33.792717
2004,55.31484,29.649601
2005,37.22978,30.28207
2006,55.821217,26.035036
2007,35.078625,27.69423
2008,35.69652,31.294424
2009,33.420742,39.219475
2010,35.861824,29.281752
2011,33.420742,41.556503
2012,33.420742,47.51167
