node_name,ogt_full_signal,ogt_presence_only_signal
ProtA40(791),26.405436,23.659513
ProtA41(792),29.73635,33.872837
ProtA42(793),33.60748,34.560547
ProtA43(794),30.949085,33.371872
ProtA44(795),33.2493,28.643978
ProtA45(796),43.08022,40.577065
ProtA46(797),31.59275,32.332737
ProtA47(798),23.488987,29.735182
ProtA48(799),32.61897,31.31991
ProtA49(800),30.988836,32.715866
ProtA5(801),31.892303,33.10965
ProtA50(802),27.09414,31.67558
ProtA51(803),27.264866,27.505932
ProtA52(804),34.179245,32.32406
ProtA53(805),30.789413,31.38281
ProtA54(806),32.1137,31.16426
ProtA55(807),28.67979,30.645258
ProtA56(808),27.915617,26.81678
ProtA57(809),29.170353,31.692974
ProtA58(810),31.375673,27.40099
ProtA60(811),33.345356,32.904167
ProtA61(812),34.3225,33.801342
ProtA62(813),27.960455,29.450087
ProtA63(814),24.380146,27.461111
ProtA64(815),26.715328,31.080444
ProtA66(816),26.846054,27.082504
ProtA67(817),26.524841,32.391766
ProtA68(818),29.756783,27.443754
ProtA69(819),24.56056,30.8688
ProtA7(820),34.19926,36.381493
ProtA70(821),30.10743,30.959007
ProtA71(822),30.87161,31.074947
ProtA72(823),29.36346,29.407452
ProtA74(824),28.946974,29.4688
ProtA75(825),26.424679,34.01857
ProtA76(826),29.216536,39.062683
ProtA77(827),32.610443,33.80541
ProtA8(828),26.756922,36.15153
ProtA9(829),32.672962,33.255592
ProtG1(830),32.79832,35.25551
ProtG10(831),30.669668,33.47078
ProtG11(832),27.034832,25.177124
ProtG12(833),26.479298,30.710785
ProtG13(834),29.701725,33.00556
ProtG14(835),42.658676,51.85769
ProtG15(836),31.67831,31.421326
ProtG16(837),49.843403,46.6315
ProtG17(838),34.7857,31.285456
ProtG18(839),37.641747,55.30033
ProtG19(840),31.820278,25.711756
ProtG20(841),32.980026,37.5369
ProtG21(842),34.35051,45.793987
ProtG22(843),26.419537,25.284065
ProtG24(844),33.595413,40.03055
ProtG25(845),41.46602,41.782707
ProtG26(846),32.648346,30.66267
ProtG27(847),29.133587,28.814297
ProtG28(848),31.613403,31.850616
ProtG29(849),33.122444,31.16411
ProtG3(850),42.302357,41.513546
ProtG30(851),33.61517,37.145714
ProtG31(852),31.721075,32.896927
ProtG32(853),28.55887,32.21315
ProtG33(854),30.70378,33.35385
ProtG34(855),43.97307,42.759903
ProtG35(856),34.85636,41.120316
ProtG36(857),30.497492,25.035727
ProtG37(858),28.494766,34.722145
ProtG38(859),36.288593,46.73018
ProtG39(860),32.028175,32.091045
ProtG4(861),41.11014,46.478264
ProtG40(862),37.10655,31.883766
ProtG41(863),30.039028,37.528805
ProtG42(864),31.410887,35.459564
ProtG43(865),31.442652,35.347004
ProtG44(866),31.085121,29.425196
ProtG45(867),27.700123,32.96652
ProtG46(868),49.282024,53.048855
ProtG47(869),26.543991,30.63153
ProtG48(870),36.220592,33.908936
ProtG49(871),31.354856,27.835005
ProtG5(872),31.448551,57.9658
ProtG50(873),31.016369,27.327854
ProtG51(874),30.401226,45.582916
ProtG52(875),32.68963,23.705885
ProtG53(876),32.990166,31.657686
ProtG54(877),31.340576,24.500582
ProtG55(878),30.879457,33.9305
ProtG56(879),32.930725,28.728956
ProtG57(880),29.01137,34.78465
ProtG58(881),27.88681,30.409266
ProtG59(882),28.219654,28.26988
ProtG6(883),49.49337,45.092255
ProtG60(884),32.81622,33.65053
ProtG61(885),32.81622,33.65053
ProtG62(886),28.097364,31.713982
ProtG63(887),31.63499,31.665617
ProtG64(888),35.062656,38.304688
ProtG65(889),29.743216,30.243937
ProtG66(890),31.052591,31.467058
ProtG67(891),34.19041,31.250912
ProtG68(892),33.733418,33.910313
ProtG69(893),31.421732,29.556
ProtG7(894),32.982773,37.41636
ProtG70(895),28.520777,31.264668
ProtG71(896),29.468891,33.2343
ProtG72(897),26.01634,33.4526
ProtG73(898),31.240112,33.870598
ProtG74(899),27.021503,28.129793
ProtG75(900),34.371902,41.481987
ProtG76(901),26.94694,29.161161
ProtG77(902),32.975224,41.09464
ProtG78(903),32.658596,33.138176
ProtG79(904),31.569195,29.193024
ProtG8(905),30.271156,31.083378
ProtG80(906),32.23345,29.106798
ProtG81(907),47.649414,50.15489
ProtG82(908),28.681988,30.71993
ProtG83(909),33.52461,34.55318
ProtG84(910),30.283693,31.0271
ProtG85(911),30.817286,34.210434
ProtG86(912),34.982708,41.163998
ProtG87(913),34.134884,30.863302
ProtG88(914),29.345715,30.329227
ProtG89(915),30.820911,32.84934
ProtG9(916),34.47424,24.561665
ProtG90(917),28.816381,30.93639
ProtG91(918),31.013077,28.337866
ProtM1(919),39.783142,46.056248
ProtM2(920),31.348621,33.74392
ProtM3(921),35.711983,34.084045
ProtZ1(922),29.361977,27.211918
ProtZ2(923),31.34461,27.389282
ProtZ3(924),32.989635,27.597689
ProtZ4(925),27.655647,32.92817
ProtZ5(926),36.642258,33.650185
RBG1(927),39.22474,37.163734
Rifl1(928),30.592136,36.325745
SAR3X1(929),34.431446,32.21118
SAR3X2(930),47.859715,39.74787
SLNR1(931),54.22772,53.0048
SM23X1(932),51.82554,57.225502
SZUA1(933),47.88819,39.132275
SZUA2(934),40.882057,41.911087
Sche1(935),41.553288,46.723248
Spir10(936),52.660572,57.221863
Spir11(937),48.270046,56.982075
Spir12(938),38.047028,39.947002
Spir13(939),32.60968,36.97347
Spir15(940),30.918058,29.15023
Spir2(941),31.198298,40.712517
Spir3(942),30.52296,31.867006
Spir4(943),32.02192,34.30975
Spir8(944),38.679924,38.091835
Spir9(945),36.878494,34.940228
Sume1(946),31.88605,32.51974
Syne1(947),39.59236,37.83963
Syne10(948),47.02795,45.98415
Syne2(949),60.13983,49.349083
Syne3(950),31.146446,35.719738
Syne4(951),61.092407,63.09333
Syne5(952),55.142597,53.38606
Syne6(953),56.66088,57.62354
Syne7(954),36.14856,36.332916
Syne8(955),44.4575,43.295982
Syne9(956),69.40989,68.063705
TA06A1(957),56.21976,51.34284
TA06X1(958),55.762302,48.130806
Therd1(959),63.14553,51.943996
Therg2(960),52.963013,56.989143
Therg3(961),59.81778,63.034054
Therg4(962),57.638107,60.9385
Therg5(963),58.516907,65.84267
Therg6(964),65.536354,69.27377
Therg8(965),71.0085,69.57312
Thers1(966),72.36365,70.85865
UBA1X1(967),34.518166,31.326788
UBA1X2(968),48.206253,51.442898
UBA1X3(969),34.103546,36.32606
UBA1X4(970),28.771736,28.85543
UBA1X5(971),32.940487,31.095133
UBA1X6(972),50.140316,41.111202
UBA2X1(973),39.108208,50.26159
UBA6X1(974),31.348757,31.83052
UBA9X1(975),51.724632,56.864193
UBA9X2(976),41.453876,41.08436
UBA9X3(977),56.996834,60.630486
UBP13X1(978),51.382126,40.825336
UBP14X1(979),51.681732,52.43575
UBP4X1(980),31.556652,37.207886
UBP6X1(981),54.52928,56.639828
Verr10(982),30.818853,30.757309
Verr11(983),58.808693,59.69329
Verr12(984),34.621525,36.615818
Verr13(985),49.28646,54.801228
Verr14(986),30.60927,32.57662
Verr2(987),29.72352,25.709036
Verr3(988),46.574383,49.123013
Verr4(989),31.562405,34.145805
Verr5(990),31.353884,34.93296
Verr6(991),34.608074,37.170174
Verr7(992),35.745865,27.667475
Verr8(993),49.905968,55.425697
Verr9(994),32.958282,31.283972
WOR1(995),49.592106,56.24877
WOR2(996),54.762436,54.350597
WOR3(997),53.644432,55.706783
WOR4(998),41.016457,49.055305
WOR6(999),55.822433,54.873608
WOR7(1000),54.355637,54.772797
Wall1(1001),50.632423,53.815918
Zixi1(1002),34.459354,32.76285
Zixi2(1003),54.828823,57.593815
Zixi3(1004),56.63679,56.346733
Zixi4(1005),44.396168,42.90585
Zixi5(1006),59.102375,48.704346
1007,54.773266,45.932137
1008,59.540825,46.30347
1009,36.862324,24.657217
1010,49.810375,42.224384
1011,54.384594,32.07621
1012,32.45441,23.69044
1013,51.970314,31.602833
1014,43.806942,35.00622
1015,28.252316,29.507395
1016,53.787395,38.75153
1017,33.01718,38.79903
1018,35.380943,37.378838
1019,34.907616,32.224533
1020,24.64487,29.279766
1021,36.653736,34.2537
1022,25.188194,25.104128
1023,26.533527,34.454365
1024,44.76553,31.512558
1025,53.13611,16.229969
1026,26.714317,27.91694
1027,56.5953,47.19956
1028,28.556482,26.97905
1029,27.648788,38.1112
1030,36.390717,30.389006
1031,42.01297,30.979544
1032,40.389534,36.855064
1033,42.384583,27.852997
1034,30.348347,28.877487
1035,58.613686,34.309055
1036,57.33005,30.754463
1037,28.37066,29.177345
1038,29.803635,29.601355
1039,28.773321,24.069288
1040,27.218933,25.48384
1041,26.885803,32.55291
1042,39.510353,38.742085
1043,41.218372,36.09724
1044,30.582573,32.91746
1045,33.737392,25.9036
1046,35.642178,36.22652
1047,40.379128,23.676601
1048,33.83371,34.4878
1049,46.073837,31.391834
1050,65.75858,43.68847
1051,72.27747,46.499252
1052,63.455776,40.809933
1053,50.01919,39.2853
1054,62.339523,37.64565
1055,50.94546,31.592104
1056,60.643898,35.290886
1057,59.5456,37.329025
1058,59.404232,25.954145
1059,51.824017,33.115726
1060,37.69316,29.29256
1061,33.41176,38.125576
1062,43.24355,28.19744
1063,42.22694,33.29879
1064,29.394165,29.267544
1065,33.431965,34.604298
1066,35.612724,35.195923
1067,42.960217,39.62719
1068,48.834064,35.145294
1069,32.051846,17.557455
1070,31.389772,31.54599
1071,43.970253,28.365509
1072,32.57747,22.047464
1073,65.34787,24.421324
1074,31.95888,33.477207
1075,25.490412,33.74571
1076,47.72765,33.641136
1077,33.06806,33.976265
1078,32.513737,26.043423
1079,31.080307,26.47071
1080,33.04767,36.461906
1081,35.06872,22.094032
1082,59.868126,40.12475
1083,55.90775,30.951422
1084,37.194355,23.24257
1085,45.314217,36.080162
1086,61.41996,33.945347
1087,60.60397,47.053387
1088,49.054253,38.748188
1089,56.99298,33.878006
1090,55.54646,41.852215
1091,34.529934,31.263922
1092,33.685333,23.097998
1093,30.055908,24.956602
1094,52.373497,40.190018
1095,35.792587,24.28562
1096,40.644764,36.77812
1097,52.88231,31.29885
1098,36.034153,30.696453
1099,48.61775,32.27282
1100,51.83248,37.93344
1101,37.346085,27.40707
1102,50.368454,23.732204
1103,37.067352,36.353626
1104,35.59185,27.255749
1105,38.978714,29.87761
1106,43.191067,36.051662
1107,58.104923,44.5907
1108,53.413403,36.271797
1109,46.236584,32.231033
1110,28.73112,40.157166
1111,34.715084,33.374817
1112,52.309566,28.863636
1113,49.682793,35.34561
1114,42.819504,40.027145
1115,53.468662,39.522682
1116,41.650543,33.763676
1117,28.43221,26.719677
1118,46.04463,34.72119
1119,44.189358,33.636448
1120,34.96398,29.226204
1121,53.014793,23.69964
1122,28.418844,29.830877
1123,35.738403,29.708735
1124,48.14867,34.811726
1125,45.78274,32.966988
1126,46.426582,33.58738
1127,30.194647,29.962416
1128,40.49764,20.410849
1129,53.931828,30.37692
1130,26.409082,37.72819
1131,28.193007,30.825457
1132,39.056202,29.817417
1133,36.72757,35.358017
1134,43.673985,33.14052
1135,60.455467,57.190807
1136,56.63261,59.320324
1137,37.050205,40.06063
1138,34.97981,37.029823
1139,35.9771,30.206509
1140,38.741726,33.473152
1141,44.342,38.110928
1142,48.721336,38.170803
1143,39.61027,33.335987
1144,36.15878,34.977425
1145,38.59198,43.96985
1146,39.385372,26.374395
1147,33.9994,21.590979
1148,35.085354,27.258205
1149,52.89687,33.95257
1150,37.56636,39.001514
1151,37.70256,38.656673
1152,38.786427,34.016174
1153,52.978905,26.465353
1154,28.881187,29.268305
1155,49.7046,27.1662
1156,48.0826,33.70743
1157,31.277796,27.88227
1158,37.645275,28.474758
1159,36.709713,26.522696
1160,29.502773,33.946037
1161,57.756165,37.815056
1162,38.87713,25.475075
1163,37.320633,23.635138
1164,66.23649,34.07826
1165,38.287334,25.677359
1166,35.932915,38.537918
1167,37.194447,22.688648
1168,41.742107,38.723885
1169,41.65888,37.803226
1170,46.12099,37.905823
1171,46.772686,33.7171
1172,36.68051,32.664165
1173,38.237427,39.008728
1174,34.463104,26.978966
1175,38.736183,39.17516
1176,35.716087,28.744024
1177,36.710407,32.04088
1178,38.822144,25.215551
1179,37.145126,26.114708
1180,41.48943,34.398346
1181,34.20907,27.016514
1182,30.108646,30.705713
1183,34.459663,28.617077
1184,35.729164,31.101234
1185,53.32661,32.10253
1186,43.587925,36.993366
1187,34.82834,33.07956
1188,31.693401,19.350073
1189,34.764606,35.470287
1190,40.511215,36.303604
1191,31.460735,35.68637
1192,30.864515,41.18583
1193,48.91862,42.609913
1194,30.570042,36.135117
1195,32.31666,32.65375
1196,42.459858,38.02569
1197,34.31513,35.728657
1198,46.89738,19.758587
1199,33.46477,38.130817
1200,44.940266,39.041313
1201,32.25301,26.971563
1202,35.44566,34.00976
1203,54.17488,33.861576
1204,54.269543,44.07386
1205,37.59276,39.98651
1206,47.888355,36.899914
1207,30.3255,31.106321
1208,46.941784,30.18365
1209,34.484215,29.714437
1210,45.63745,35.692123
1211,36.153446,38.21224
1212,44.330788,33.00934
1213,52.87416,43.692482
1214,52.08251,53.412983
1215,36.667492,30.096504
1216,30.10443,28.193
1217,29.577412,32.160595
1218,61.83434,44.326767
1219,49.504257,30.507666
1220,51.86792,44.02558
1221,30.492844,32.68981
1222,30.864075,33.053226
1223,36.384228,37.40562
1224,32.89086,38.85873
1225,41.443527,33.146297
1226,34.772717,42.966255
1227,41.263287,28.362768
1228,48.785046,27.295803
1229,37.72593,30.580982
1230,36.952477,33.354996
1231,33.49282,19.568392
1232,42.333847,40.902016
1233,34.10576,28.850212
1234,38.44316,24.070818
1235,59.48951,32.65207
1236,55.50406,39.776672
1237,61.620102,41.92525
1238,62.371162,44.38181
1239,56.083702,29.636389
1240,61.83355,47.03987
1241,30.333097,30.11704
1242,44.507404,32.26882
1243,32.321194,31.35016
1244,34.567432,23.653772
1245,31.596188,33.51966
1246,47.93466,34.606953
1247,31.79903,35.107044
1248,32.10825,31.384924
1249,43.180862,23.283836
1250,50.386333,39.365795
1251,51.443203,27.907137
1252,42.40146,46.129906
1253,57.84697,46.30746
1254,61.84503,54.45264
1255,44.089188,35.67943
1256,55.078712,31.501024
1257,53.27797,38.836742
1258,58.324303,45.504166
1259,56.92756,43.973366
1260,58.76991,36.292244
1261,34.704117,30.795702
1262,59.10996,29.150751
1263,33.656162,33.52894
1264,48.48263,34.99867
1265,37.52486,35.37446
1266,44.19637,44.456837
1267,33.953808,31.512228
1268,30.751215,34.12494
1269,35.78533,29.222189
1270,47.911385,37.66894
1271,33.078888,30.100838
1272,48.672283,37.882244
1273,56.207355,43.134842
1274,36.141808,26.979277
1275,40.117706,24.15717
1276,53.513355,29.77839
1277,36.238613,28.553442
1278,47.7834,55.60775
1279,48.037083,40.532665
1280,35.12232,35.860325
1281,55.445755,38.479927
1282,33.513775,34.743732
1283,51.555027,39.13846
1284,41.168087,30.463783
1285,58.34811,29.95862
1286,60.86529,34.368225
1287,62.428875,30.343264
1288,35.972305,35.747852
1289,34.68846,31.706793
1290,43.706852,31.413126
1291,31.54584,31.818142
1292,33.928123,20.518845
1293,33.403835,31.763287
1294,35.367096,39.605217
1295,26.342535,41.839687
1296,29.460796,28.023832
1297,31.143805,34.67824
1298,28.730278,31.822407
1299,34.54313,27.605377
1300,32.186382,30.637974
1301,44.76916,25.08163
1302,46.542084,36.616276
1303,58.170666,41.364235
1304,36.68206,30.637657
1305,47.37267,26.314453
1306,35.12609,31.645525
1307,34.95819,28.486616
1308,42.55084,30.751278
1309,53.003925,28.41899
1310,43.863605,34.617287
1311,53.142826,35.50485
1312,34.201874,35.114628
1313,36.03988,28.467667
1314,30.627892,45.1423
1315,40.623444,36.606155
1316,42.965576,23.709118
1317,38.405296,31.250233
1318,33.24739,30.05014
1319,40.715767,33.84808
1320,40.560913,28.84441
1321,40.85827,24.30342
1322,37.144844,32.798843
1323,40.688587,33.602295
1324,42.70567,23.463339
1325,41.766483,30.435574
1326,38.61978,31.446407
1327,33.47618,29.388548
1328,49.639385,30.063116
1329,41.346718,27.539577
1330,40.354904,35.102077
1331,42.41905,33.879105
1332,33.79004,34.695004
1333,39.882393,29.424356
1334,40.547928,29.795008
1335,41.21482,29.321358
1336,34.48993,40.919903
1337,35.33682,32.261368
1338,33.746876,36.701706
1339,49.969635,36.635654
1340,51.130447,30.205893
1341,56.31889,23.774887
1342,55.928066,34.445305
1343,38.040386,25.414526
1344,45.55562,33.394913
1345,46.02103,32.56225
1346,56.876945,24.59955
1347,33.803665,36.313477
1348,29.271803,23.411768
1349,56.44979,42.51214
1350,34.93923,28.424759
1351,38.732788,26.580904
1352,41.283466,34.198147
1353,30.806845,23.715355
1354,44.340496,27.425888
1355,39.506084,28.684837
1356,34.129303,23.972284
1357,30.279465,26.71455
1358,28.545177,39.90897
1359,48.300285,34.697346
1360,30.249786,29.107948
1361,50.34583,35.746284
1362,38.541756,27.312542
1363,30.74012,25.002151
1364,31.466516,36.523003
1365,48.61363,30.363188
1366,35.057327,27.28534
1367,35.75268,32.051693
1368,33.453716,21.402676
1369,40.725483,17.870686
1370,35.644867,36.383865
1371,44.151215,35.48729
1372,31.126896,28.143448
1373,31.630877,25.522158
1374,28.984652,16.837233
1375,30.565485,28.77519
1376,33.96735,26.929537
1377,48.720947,34.13908
1378,31.3961,25.127844
1379,47.770138,31.745937
1380,31.41276,24.152864
1381,30.068214,28.7006
1382,28.227177,34.41658
1383,43.473812,25.816328
1384,33.34332,22.89908
1385,33.127296,27.469454
1386,35.002853,18.42501
1387,31.011456,19.197536
1388,47.245556,32.942787
1389,38.448128,24.783327
1390,31.936289,28.540432
1391,39.36151,28.33224
1392,38.60408,26.357931
1393,45.39678,26.278187
1394,33.559605,25.595926
1395,33.15742,25.827457
1396,48.670513,25.844889
1397,38.942852,30.25062
1398,37.165535,30.980137
1399,42.84651,34.64146
1400,42.55833,36.20377
1401,47.92395,26.722067
1402,35.320072,30.545923
1403,47.126617,24.940243
1404,40.021557,28.989983
1405,38.884808,37.638683
1406,47.572144,23.920418
1407,34.009823,27.245237
1408,33.5586,20.146456
1409,32.84373,29.889519
1410,51.120842,22.124758
1411,32.334526,28.384193
1412,29.42734,33.587463
1413,32.81622,35.30273
1414,33.10616,28.091036
1415,34.673565,28.224514
1416,44.46153,26.355244
1417,39.826912,32.73575
1418,33.260605,27.185637
1419,31.016953,34.56683
1420,31.367228,25.802116
1421,33.51032,20.999258
1422,36.597294,34.239563
1423,57.900322,34.16145
1424,29.770313,34.03265
1425,30.581636,36.54422
1426,41.335827,29.950312
1427,46.538708,29.67842
1428,36.592228,31.454357
1429,54.06575,28.159733
1430,50.300537,30.959387
1431,38.049637,33.934177
1432,32.98348,28.11864
1433,33.17577,25.227907
1434,33.99388,32.393448
1435,44.012505,35.189648
1436,35.724163,28.31826
1437,57.557934,39.523834
1438,57.145157,45.51638
1439,58.686737,42.033035
1440,59.6206,46.108955
1441,36.972668,25.467302
1442,28.413898,27.868734
1443,52.598408,32.54931
1444,39.03271,28.806688
1445,35.471294,31.855934
1446,33.88159,29.299252
1447,34.986416,23.485483
1448,36.304825,24.654785
1449,36.37494,25.80161
1450,32.77902,32.265648
1451,46.266678,41.20789
1452,44.32947,36.196217
1453,45.75441,46.543404
1454,37.295906,36.338852
1455,58.95686,31.258524
1456,36.717903,30.533405
1457,60.28063,27.761646
1458,34.839157,29.2162
1459,48.491577,24.815435
1460,45.818493,36.16865
1461,63.965103,34.225624
1462,44.33943,20.560097
1463,40.799664,35.853653
1464,55.7893,18.941475
1465,31.699799,25.449759
1466,31.61639,27.206566
1467,30.204119,26.389807
1468,32.12889,32.840343
1469,54.66053,34.829445
1470,35.987198,35.257557
1471,69.2746,33.50212
1472,53.845253,33.83129
1473,53.10703,40.53774
1474,42.4861,32.78199
1475,41.531696,34.36068
1476,36.831917,15.591759
1477,38.082355,29.941525
1478,42.832504,28.252138
1479,59.71336,36.05838
1480,26.92271,22.321936
1481,33.44891,29.889128
1482,32.16678,24.80477
1483,45.5971,27.200392
1484,34.664722,25.203484
1485,36.558838,27.333988
1486,33.276337,20.76054
1487,45.99847,32.2481
1488,49.654697,31.582882
1489,35.67359,32.552006
1490,37.014458,34.507202
1491,51.735916,41.568245
1492,47.35958,26.799479
1493,44.784447,30.274218
1494,45.178165,40.7317
1495,47.467876,40.348568
1496,57.885334,31.076298
1497,36.000954,25.719498
1498,28.697723,22.381783
1499,44.710205,26.331835
1500,32.674374,27.691055
1501,41.840736,28.395952
1502,36.085793,33.30879
1503,61.202858,45.16173
1504,37.73153,40.188538
1505,39.285446,29.402588
1506,36.02122,32.283493
1507,54.261032,30.947054
1508,56.1452,23.471323
1509,39.671474,38.369747
1510,49.04054,25.246386
1511,51.48494,20.989481
1512,37.797832,34.02714
1513,40.14937,34.33111
1514,35.72654,37.27639
1515,54.49017,23.695288
1516,54.749657,29.612265
1517,37.253403,32.358784
1518,32.36444,25.417572
1519,44.563904,33.7252
1520,54.863167,23.388523
1521,35.203423,23.531473
1522,33.72191,32.848156
1523,37.25864,36.34996
1524,36.575207,26.47531
1525,46.146027,37.101665
1526,50.79581,22.877018
1527,40.101013,26.438816
1528,43.938553,28.135538
1529,40.14451,29.15614
1530,45.91645,31.559402
1531,48.880424,19.833035
1532,50.953884,38.87989
1533,36.427265,34.77011
1534,46.615993,31.591307
1535,52.730217,25.991213
1536,53.990665,31.772427
1537,36.426678,28.194918
1538,30.202421,26.021929
1539,30.427946,29.072943
1540,35.731644,30.132524
1541,52.944458,28.22231
1542,34.93259,30.286411
1543,41.111885,29.51104
1544,54.370945,26.547699
1545,60.41377,40.06301
1546,49.840523,29.27216
1547,32.342854,29.155857
1548,32.226192,32.137573
1549,29.537085,29.493164
1550,46.848927,41.71702
1551,51.918156,37.55207
1552,39.896694,39.745815
1553,55.3946,38.686184
1554,37.284412,30.080544
1555,49.782124,24.27631
1556,52.172318,31.361124
1557,55.426117,39.367493
1558,36.93772,26.927853
1559,59.024597,31.359388
1560,56.327396,41.458782
1561,50.954617,34.936462
1562,56.916298,25.857264
1563,45.49712,35.897728
1564,33.539257,25.018803
1565,28.777662,30.137865
1566,35.97791,28.64732
1567,33.83279,30.523373
1568,29.111637,22.695765
1569,47.212658,32.434376
1570,39.68258,38.8554
1571,45.60076,25.822891
1572,43.752457,24.168259
1573,49.02038,20.574068
1574,56.014736,28.760914
1575,42.453632,23.503439
1576,41.42306,30.391424
1577,35.51256,34.180687
1578,42.29411,26.48502
1579,34.874176,30.297173
1580,35.68946,37.711346
1581,57.37604,34.534744
1582,55.33716,27.653065
1583,46.3458,35.5157
1584,58.657875,34.455875
1585,43.471363,30.152262
1586,32.11475,30.054586
1587,40.6732,32.62159
1588,31.3779,30.34024
1589,49.537094,28.9301
1590,30.94065,23.932846
1591,35.07675,31.19082
1592,38.294857,24.447271
1593,34.755726,31.767838
1594,32.01186,26.038237
1595,31.988676,29.501562
1596,26.423399,27.577055
1597,30.255571,18.395275
1598,34.306175,17.780117
1599,31.331861,19.87689
1600,38.160225,25.517603
1601,36.859455,25.999441
1602,43.828506,19.275473
1603,32.764084,30.624567
1604,33.198414,27.84691
1605,39.07033,31.524038
1606,36.044876,31.028294
1607,32.5698,31.164352
1608,29.506752,26.03046
1609,46.01272,33.578465
1610,35.38981,18.019342
1611,33.899162,30.047575
1612,29.63968,24.453218
1613,32.901215,22.283745
1614,30.719671,32.140076
1615,45.17954,35.84603
1616,36.135677,32.168396
1617,40.81377,31.931381
1618,47.756336,35.96471
1619,57.35137,44.6876
1620,30.78926,25.782434
1621,56.161804,35.266464
1622,34.91604,27.446577
1623,32.813564,24.150278
1624,45.7991,25.540648
1625,45.19373,37.19161
1626,32.48204,30.302532
1627,36.85239,33.79892
1628,37.517307,24.962791
1629,48.26642,30.07928
1630,58.55589,28.545582
1631,35.673107,24.641396
1632,24.783535,23.025637
1633,38.915333,30.964798
1634,57.744717,34.95952
1635,36.837326,28.025623
1636,54.596962,35.05688
1637,55.19067,33.97157
1638,49.345535,25.250582
1639,59.72475,18.918394
1640,31.70364,25.133297
1641,32.436726,24.989368
1642,31.299593,19.487783
1643,50.19551,34.112267
1644,38.622135,23.295715
1645,48.4775,44.551823
1646,49.456474,34.857376
1647,43.782658,26.944994
1648,44.104595,30.35144
1649,34.778492,30.386953
1650,31.830715,20.742031
1651,34.776665,28.955254
1652,30.29053,28.657797
1653,44.56345,34.038925
1654,60.121605,42.06555
1655,48.03146,36.08992
1656,48.20603,31.145443
1657,53.635178,31.786898
1658,58.5941,28.007769
1659,40.05919,36.393753
1660,44.394035,32.417927
1661,39.431305,33.697075
1662,38.59055,29.30201
1663,58.16936,41.201313
1664,32.04922,30.38501
1665,31.771206,33.45955
1666,56.914986,27.134497
1667,39.085907,24.533651
1668,38.450516,30.466625
1669,44.15908,28.922194
1670,49.179394,24.907537
1671,49.975487,23.031626
1672,43.46927,27.88351
1673,44.507618,33.224903
1674,35.94813,29.361551
1675,29.48089,23.752342
1676,47.06239,27.891745
1677,35.51876,30.892494
1678,55.696625,32.015114
1679,28.368412,19.843832
1680,60.770313,35.33642
1681,42.378708,32.182472
1682,37.751938,17.205467
1683,56.98631,29.289566
1684,59.601433,35.684372
1685,45.55286,29.399088
1686,51.259907,21.10764
1687,25.163418,29.623615
1688,34.920628,29.066294
1689,59.817894,39.136528
1690,34.12874,32.65462
1691,57.406834,30.491993
1692,43.006474,18.20898
1693,41.06308,27.72235
1694,42.033733,24.313084
1695,33.752026,24.54985
1696,35.322464,27.103106
1697,56.94496,33.296345
1698,46.471485,32.45594
1699,55.864384,32.059147
1700,28.503569,26.121447
1701,29.455915,25.307404
1702,33.416973,28.250282
1703,29.877821,31.265589
1704,30.142035,27.46081
1705,30.564014,26.958029
1706,41.946873,26.682915
1707,36.36173,18.521778
1708,33.989662,30.28156
1709,44.488647,29.476734
1710,40.917187,27.996468
1711,31.556557,26.263664
1712,32.836998,26.23267
1713,33.12424,28.633297
1714,32.210373,19.050837
1715,51.72339,23.896622
1716,52.09226,23.43881
1717,55.250168,41.856083
1718,31.303167,23.540545
1719,51.398,31.25444
1720,35.65005,21.921734
1721,52.56094,29.863575
1722,34.105453,35.561363
1723,36.06098,34.28346
1724,32.659897,25.984571
1725,58.430428,34.632137
1726,42.07846,36.7191
1727,30.599787,24.982069
1728,39.606625,29.05243
1729,57.286816,36.320007
1730,58.60291,27.305157
1731,39.775623,35.5233
1732,38.696938,33.740982
1733,58.210644,22.815905
1734,32.70294,19.875465
1735,30.927855,24.947596
1736,50.795166,27.538902
1737,35.9279,36.726974
1738,57.88773,29.500135
1739,40.574593,34.409428
1740,47.386646,25.866388
1741,47.98769,28.112028
1742,42.80794,35.270172
1743,40.88716,22.476513
1744,37.10314,25.815044
1745,43.71766,35.977222
1746,41.035484,33.679237
1747,32.66897,32.649174
1748,45.007256,36.460777
1749,31.300232,25.810461
1750,39.404182,27.979286
1751,33.96391,28.607002
1752,35.847042,29.196072
1753,52.886894,35.0836
1754,30.744316,27.410725
1755,57.824512,36.042736
1756,31.125402,31.801369
1757,55.536762,28.663124
1758,58.573147,37.699036
1759,49.73414,30.928293
1760,33.58097,36.889015
1761,38.109463,38.50921
1762,34.127216,30.164583
1763,40.647053,20.450922
1764,39.669594,23.91891
1765,31.435732,36.441105
1766,35.92163,20.92585
1767,56.940544,29.554125
1768,49.16077,33.507042
1769,30.316935,28.828295
1770,36.784042,35.69676
1771,30.715693,35.95257
1772,45.01875,32.359303
1773,35.879696,21.06424
1774,34.500816,21.357563
1775,45.149704,27.050438
1776,29.422401,22.483124
1777,31.1023,24.963823
1778,49.682957,23.464054
1779,57.893166,28.61789
1780,54.164776,31.106937
1781,36.643204,20.606026
1782,33.8861,30.23117
1783,53.794186,33.761303
