N_features,max_var,accuracy_test,accuracy_train,mean_cv
2594.0,0.05763423512865061,0.9691011235955056,1.0,0.9734593714786527
2593.0,0.056567539905577044,0.9691011235955056,1.0,0.9730512082133467
2592.0,0.0562722179521053,0.9691011235955056,1.0,0.9730512082133467
2591.0,0.05595070817220316,0.9691011235955056,1.0,0.9726430449480405
2590.0,0.05506415850674011,0.9691011235955056,1.0,0.9726430449480405
2589.0,0.05480411505830044,0.9691011235955056,1.0,0.9722340469930304
2588.0,0.05478610050253938,0.9691011235955056,1.0,0.9722340469930304
2587.0,0.05457501327739481,0.9691011235955056,1.0,0.9722340469930304
2586.0,0.05428894880396693,0.9691011235955056,1.0,0.9722340469930304
2585.0,0.053929324894514775,0.9691011235955056,1.0,0.97182504903802
2584.0,0.05348488245168762,0.9691011235955056,1.0,0.97182504903802
2583.0,0.053325253471471636,0.9691011235955056,1.0,0.9726430449480405
2582.0,0.053089312831434456,0.9691011235955056,1.0,0.9726430449480405
2581.0,0.053045110449243,0.9691011235955056,1.0,0.9726430449480405
2580.0,0.05302688275830574,0.9691011235955056,1.0,0.9726430449480405
2579.0,0.052899705925350635,0.9691011235955056,1.0,0.9726430449480405
2578.0,0.05210710253885139,0.9691011235955056,1.0,0.9726430449480405
2577.0,0.05187866796371469,0.9691011235955056,1.0,0.9726430449480405
2576.0,0.05082414924592404,0.9691011235955056,1.0,0.9722348816827344
2575.0,0.050547425653261174,0.9691011235955056,1.0,0.9730512082133467
2574.0,0.05050388121009182,0.9691011235955056,1.0,0.9730512082133467
2573.0,0.0501815466897253,0.9691011235955056,1.0,0.9730512082133467
2572.0,0.04999973311769242,0.9691011235955056,1.0,0.9730512082133467
2571.0,0.0495986590498456,0.9691011235955056,1.0,0.9734593714786529
2570.0,0.04955470686981748,0.9691011235955056,1.0,0.9734593714786529
2569.0,0.04950291502200445,0.9691011235955056,1.0,0.9734593714786529
2568.0,0.0491887445055605,0.9691011235955056,1.0,0.9734593714786529
2567.0,0.04915663522793084,0.9691011235955056,1.0,0.9734593714786529
2566.0,0.04883337403288525,0.9691011235955056,1.0,0.9734593714786529
2565.0,0.04882867579226237,0.9691011235955056,1.0,0.9734593714786529
2564.0,0.04882244853841905,0.9691011235955056,1.0,0.9742756980092651
2563.0,0.04864901210548493,0.9691011235955056,1.0,0.9742756980092651
2562.0,0.048580586447182675,0.9691011235955056,1.0,0.9734593714786529
2561.0,0.048551006991426844,0.9691011235955056,1.0,0.9734593714786529
2560.0,0.04849996575010385,0.9719101123595506,1.0,0.9734593714786529
2559.0,0.04846424244122585,0.9719101123595506,1.0,0.9730503735236427
2558.0,0.04840010728668766,0.9719101123595506,1.0,0.9726422102583365
2557.0,0.04819585892067458,0.9719101123595506,1.0,0.9726422102583365
2556.0,0.04767143518629719,0.9719101123595506,1.0,0.9726422102583365
2555.0,0.04746718682028412,0.9719101123595506,1.0,0.9726422102583365
2554.0,0.04742657066910064,0.9719101123595506,1.0,0.9726422102583365
2553.0,0.04714959687427441,0.9719101123595506,1.0,0.9726422102583365
2552.0,0.04709597021059683,0.9719101123595506,1.0,0.9726422102583365
2551.0,0.04706127551061258,0.9719101123595506,1.0,0.9726422102583365
2550.0,0.04661499825192088,0.9676966292134831,1.0,0.9726422102583365
2549.0,0.04590125488061019,0.9676966292134831,1.0,0.9726422102583365
2548.0,0.04581543553858184,0.9676966292134831,1.0,0.9726422102583365
2547.0,0.0455602293319669,0.9676966292134831,1.0,0.9722323776136221
2546.0,0.045504517650261415,0.9676966292134831,1.0,0.9722323776136221
2545.0,0.04541706736079788,0.9676966292134831,1.0,0.971824214348316
2544.0,0.04532954293736006,0.9676966292134831,1.0,0.9730503735236427
2543.0,0.04514114070835902,0.9676966292134831,1.0,0.9730503735236427
2542.0,0.045063744839163374,0.9676966292134831,1.0,0.9714152163933057
2541.0,0.044961495555075164,0.9676966292134831,1.0,0.9714152163933057
2540.0,0.044570596375204496,0.9676966292134831,1.0,0.9714152163933057
2539.0,0.04433133823981629,0.9676966292134831,1.0,0.9714152163933057
2538.0,0.0442697699741391,0.9662921348314607,1.0,0.9722323776136221
2537.0,0.044232489851800255,0.9662921348314607,1.0,0.971824214348316
2536.0,0.044215559505413705,0.9719101123595506,1.0,0.9726422102583365
2535.0,0.044161849441015005,0.9719101123595506,1.0,0.9734585367889487
2534.0,0.04407477908816992,0.9719101123595506,1.0,0.9734585367889487
2533.0,0.043844509697168646,0.9719101123595506,1.0,0.9734585367889487
2532.0,0.043563532667728846,0.9719101123595506,1.0,0.9726405408789282
2531.0,0.0434142639104248,0.9719101123595506,1.0,0.9730495388339385
2530.0,0.043343104561819286,0.9719101123595506,1.0,0.9726413755686323
2529.0,0.04285079010507157,0.9719101123595506,1.0,0.9726413755686323
2528.0,0.04284300381374818,0.9719101123595506,1.0,0.9730495388339385
2527.0,0.04270025180345719,0.9676966292134831,1.0,0.9734585367889487
2526.0,0.0425443758556914,0.9676966292134831,1.0,0.9734585367889487
2525.0,0.04250626172614139,0.9676966292134831,1.0,0.9734585367889487
2524.0,0.04219372215713259,0.9676966292134831,1.0,0.9734585367889487
2523.0,0.0421720750366296,0.9676966292134831,1.0,0.9734585367889487
2522.0,0.0421720750366296,0.9676966292134831,1.0,0.9734585367889487
2521.0,0.04203294178362784,0.9676966292134831,1.0,0.9734585367889487
2520.0,0.041966367157997,0.9676966292134831,1.0,0.9734585367889487
2519.0,0.041915367617034564,0.9676966292134831,1.0,0.9734585367889487
2518.0,0.041824377430297016,0.9676966292134831,1.0,0.9726422102583365
2517.0,0.04179944061468333,0.9719101123595506,1.0,0.974274863319561
2516.0,0.04168267960512092,0.9719101123595506,1.0,0.974274863319561
2515.0,0.041670669901280225,0.9719101123595506,1.0,0.974274863319561
2514.0,0.04121748891622949,0.9719101123595506,1.0,0.974274863319561
2513.0,0.040755560122208365,0.9719101123595506,1.0,0.974274863319561
2512.0,0.040632905461687116,0.9719101123595506,1.0,0.9738667000542549
2511.0,0.04051640392103486,0.9719101123595506,1.0,0.9726422102583365
2510.0,0.04047720558211035,0.9691011235955056,1.0,0.971824214348316
2509.0,0.04017154193922023,0.9691011235955056,1.0,0.971824214348316
2508.0,0.03993126446168503,0.9691011235955056,1.0,0.971824214348316
2507.0,0.039854786000421666,0.9691011235955056,1.0,0.971824214348316
2506.0,0.0397830706470087,0.9691011235955056,1.0,0.971824214348316
2505.0,0.0397741375031025,0.9691011235955056,1.0,0.971824214348316
2504.0,0.03951093817137581,0.9691011235955056,1.0,0.971824214348316
2503.0,0.0394913905250257,0.9691011235955056,1.0,0.971824214348316
2502.0,0.039467473051559,0.9691011235955056,1.0,0.971824214348316
2501.0,0.039338952540319244,0.9691011235955056,1.0,0.971824214348316
2500.0,0.03932414427894775,0.9691011235955056,1.0,0.971824214348316
2499.0,0.03925805384083673,0.9691011235955056,1.0,0.971824214348316
2498.0,0.03912311147407104,0.9691011235955056,1.0,0.971824214348316
2497.0,0.03905007097586701,0.9691011235955056,1.0,0.971824214348316
2496.0,0.03900101281835723,0.9691011235955056,1.0,0.971824214348316
2495.0,0.03892803718738074,0.9691011235955056,1.0,0.971824214348316
2494.0,0.03876175468296902,0.9691011235955056,1.0,0.971824214348316
2493.0,0.03867383178941918,0.9691011235955056,1.0,0.9730487041442343
2492.0,0.038575752541386774,0.9691011235955056,1.0,0.9730487041442343
2491.0,0.03849802306930666,0.9691011235955056,1.0,0.971824214348316
2490.0,0.038250573129755515,0.9691011235955056,1.0,0.971824214348316
2489.0,0.038246866431039236,0.9691011235955056,1.0,0.9726422102583363
2488.0,0.03824568028745003,0.9719101123595506,1.0,0.9734585367889487
2487.0,0.03816592139782278,0.9719101123595506,1.0,0.9738658653645507
2486.0,0.03813666627820464,0.9719101123595506,1.0,0.9738658653645507
2485.0,0.03807476440964299,0.9719101123595506,1.0,0.9738658653645507
2484.0,0.038004541002463324,0.9719101123595506,1.0,0.975090355160469
2483.0,0.037785280506649366,0.9719101123595506,1.0,0.975090355160469
2482.0,0.03771814292615099,0.9719101123595506,1.0,0.975090355160469
2481.0,0.0377134724857685,0.9719101123595506,1.0,0.975090355160469
2480.0,0.037697406170852724,0.9719101123595506,1.0,0.975090355160469
2479.0,0.037678444182899784,0.9719101123595506,1.0,0.975090355160469
2478.0,0.037664787314817046,0.9719101123595506,1.0,0.975090355160469
2477.0,0.03744922193428586,0.9719101123595506,1.0,0.9746813572054588
2476.0,0.0374458117714669,0.9719101123595506,1.0,0.9746813572054588
2475.0,0.03731054275187685,0.9676966292134831,1.0,0.9746813572054588
2474.0,0.0372775369164952,0.9676966292134831,1.0,0.9734568674095405
2473.0,0.03721380949881578,0.9676966292134831,1.0,0.9734568674095405
2472.0,0.0372068409052292,0.9676966292134831,1.0,0.9734568674095405
2471.0,0.03715961756358396,0.9662921348314607,1.0,0.9738658653645507
2470.0,0.03711513717898877,0.9676966292134831,1.0,0.9730478694545303
2469.0,0.037090302297589785,0.9676966292134831,1.0,0.9730478694545303
2468.0,0.037006567973589324,0.9676966292134831,1.0,0.9734568674095405
2467.0,0.03694670478932162,0.9676966292134831,1.0,0.9734568674095405
2466.0,0.036933842544776184,0.9676966292134831,1.0,0.9734568674095405
2465.0,0.036924909400869975,0.9676966292134831,1.0,0.9734568674095405
2464.0,0.03682600541237319,0.9691011235955056,1.0,0.9730495388339385
2463.0,0.03682323465508278,0.9691011235955056,1.0,0.9730495388339385
2462.0,0.036737684048711354,0.9691011235955056,1.0,0.9730495388339385
2461.0,0.03666666370130769,0.9691011235955056,1.0,0.9730495388339385
2460.0,0.036547530404566896,0.9691011235955056,1.0,0.9734577020992446
2459.0,0.03648866802895258,0.9691011235955056,1.0,0.9734577020992446
2458.0,0.03647880821036731,0.9691011235955056,1.0,0.9734577020992446
2457.0,0.0364353286344255,0.9691011235955056,1.0,0.9734577020992446
2456.0,0.03637787480432337,0.9691011235955056,1.0,0.9738658653645509
2455.0,0.03616404721681785,0.9691011235955056,1.0,0.9738658653645509
2454.0,0.0360469407429351,0.9705056179775281,1.0,0.9730487041442343
2453.0,0.03592673250356658,0.9705056179775281,1.0,0.9730487041442343
2452.0,0.03589678237793915,0.9705056179775281,1.0,0.9730487041442343
2451.0,0.035640401611168486,0.9648876404494382,1.0,0.9738650306748466
2450.0,0.035626077537316815,0.9648876404494382,1.0,0.9738650306748466
2449.0,0.035578339891224706,0.9676966292134831,1.0,0.9726405408789282
2448.0,0.03554063349853349,0.9676966292134831,1.0,0.9726405408789282
2447.0,0.035487507239182585,0.9676966292134831,1.0,0.9726405408789282
2446.0,0.03524923137895419,0.9676966292134831,1.0,0.9726405408789282
2445.0,0.035201609567196965,0.9676966292134831,1.0,0.9738650306748466
2444.0,0.035193269495085354,0.9676966292134831,1.0,0.9738650306748466
2443.0,0.03517911222267592,0.9676966292134831,1.0,0.9738650306748466
2442.0,0.03517156677410162,0.9676966292134831,1.0,0.9738650306748466
2441.0,0.03506533278889343,0.9676966292134831,1.0,0.9726405408789283
2440.0,0.035039274696918074,0.9676966292134831,1.0,0.9730495388339385
2439.0,0.03487830667179081,0.9676966292134831,1.0,0.9730495388339385
2438.0,0.03478352175224247,0.9676966292134831,1.0,0.9730495388339385
2437.0,0.03471888619337758,0.9676966292134831,1.0,0.9730495388339385
2436.0,0.034649746995572425,0.9676966292134831,1.0,0.9730495388339385
2435.0,0.03460325572692364,0.9676966292134831,1.0,0.9730495388339385
2434.0,0.034593432975325536,0.9676966292134831,1.0,0.9730495388339385
2433.0,0.03455875680883487,0.9676966292134831,1.0,0.9734577020992446
2432.0,0.03449645647016122,0.9676966292134831,1.0,0.9734577020992446
2431.0,0.03446136330006497,0.9676966292134831,1.0,0.9734577020992446
2430.0,0.034383128234279976,0.9676966292134831,1.0,0.9734577020992446
2429.0,0.03437627603103307,0.9676966292134831,1.0,0.9734577020992446
2428.0,0.034105223687406094,0.9676966292134831,1.0,0.9734577020992446
2427.0,0.034102721665772606,0.9676966292134831,1.0,0.9734577020992446
2426.0,0.03378629932985852,0.9676966292134831,1.0,0.9734577020992446
2425.0,0.03377336295133875,0.9676966292134831,1.0,0.9730495388339385
2424.0,0.03375710907746793,0.9676966292134831,1.0,0.9726405408789282
2423.0,0.03370148079648356,0.9676966292134831,1.0,0.9730487041442343
2422.0,0.03366653589433596,0.9676966292134831,1.0,0.9730487041442343
2421.0,0.03364460150468245,0.9676966292134831,1.0,0.9730487041442343
2420.0,0.03360932299965038,0.9676966292134831,1.0,0.9730487041442343
2419.0,0.033341022879820235,0.9676966292134831,1.0,0.9730487041442343
2418.0,0.03333409394790991,0.9676966292134831,1.0,0.9730487041442343
2417.0,0.03332792896660502,0.9676966292134831,1.0,0.9730487041442343
2416.0,0.03331183262742963,0.9676966292134831,1.0,0.9734568674095405
2415.0,0.03327063267119833,0.9676966292134831,1.0,0.9734568674095405
2414.0,0.0332407752130388,0.9676966292134831,1.0,0.9726405408789282
2413.0,0.03313677451380715,0.9676966292134831,1.0,0.9726405408789282
2412.0,0.03313060286044458,0.9676966292134831,1.0,0.9726405408789282
2411.0,0.03300491797372276,0.9676966292134831,1.0,0.9726405408789282
2410.0,0.03299895482216298,0.9676966292134831,1.0,0.9726405408789282
2409.0,0.03292948665484675,0.9676966292134831,1.0,0.9722315429239179
2408.0,0.032864480426110225,0.9676966292134831,1.0,0.9722315429239179
2407.0,0.032834863903367255,0.9691011235955056,1.0,0.9750920245398772
2406.0,0.03277073801557584,0.9691011235955056,1.0,0.9742740286298568
2405.0,0.032647045479414036,0.9719101123595506,1.0,0.9726413755686323
2404.0,0.03264222677108288,0.973314606741573,1.0,0.9730495388339385
2403.0,0.032613434988804285,0.973314606741573,1.0,0.9730495388339385
2402.0,0.03259750545107113,0.973314606741573,1.0,0.9730495388339385
2401.0,0.03258580849993462,0.973314606741573,1.0,0.9730495388339385
2400.0,0.032567064187863794,0.9676966292134831,1.0,0.975089520470765
2399.0,0.032462970821164235,0.9676966292134831,1.0,0.975089520470765
2398.0,0.03245678063430807,0.9676966292134831,1.0,0.975089520470765
2397.0,0.03240042954707403,0.9676966292134831,1.0,0.975089520470765
2396.0,0.032369154276655536,0.9691011235955056,1.0,0.9746813572054588
2395.0,0.03234532020390994,0.9691011235955056,1.0,0.9746813572054588
2394.0,0.032269629416123775,0.9691011235955056,1.0,0.9730487041442343
2393.0,0.032172974930410436,0.9691011235955056,1.0,0.9730487041442343
2392.0,0.03215650328799003,0.9691011235955056,1.0,0.9730487041442343
2391.0,0.03209393189697275,0.9691011235955056,1.0,0.9730487041442343
2390.0,0.03200382205118031,0.9691011235955056,1.0,0.9730487041442343
2389.0,0.031973084252075686,0.9691011235955056,1.0,0.9730487041442343
2388.0,0.03194376889860341,0.9691011235955056,1.0,0.9730487041442343
2387.0,0.03193995563229904,0.9691011235955056,1.0,0.9730487041442343
2386.0,0.03192446163166505,0.9705056179775281,1.0,0.9730495388339385
2385.0,0.0319045497094986,0.9705056179775281,1.0,0.9730495388339385
2384.0,0.03188680157270778,0.9705056179775281,1.0,0.9730495388339385
2383.0,0.03187692322062894,0.9719101123595506,1.0,0.9730495388339385
2382.0,0.03187483820260103,0.9719101123595506,1.0,0.9730495388339385
2381.0,0.0318144097467791,0.9705056179775281,1.0,0.9730495388339385
2380.0,0.0317450203468106,0.9705056179775281,1.0,0.9730487041442343
2379.0,0.03172628066811317,0.9705056179775281,1.0,0.9730487041442343
2378.0,0.03161220933180678,0.9705056179775281,1.0,0.9730487041442343
2377.0,0.03150593827961141,0.9705056179775281,1.0,0.9730487041442343
2376.0,0.031442183061691616,0.9705056179775281,1.0,0.9730487041442343
2375.0,0.03144070038220511,0.9705056179775281,1.0,0.9730487041442343
2374.0,0.03141964633349672,0.9705056179775281,1.0,0.9730487041442343
2373.0,0.031351813746989046,0.9705056179775281,1.0,0.9730487041442343
2372.0,0.03130974271655942,0.9705056179775281,1.0,0.9722307082342139
2371.0,0.03120703009513167,0.9705056179775281,1.0,0.9722307082342139
2370.0,0.031090788023389562,0.9705056179775281,1.0,0.971823379658612
2369.0,0.03104241560514228,0.9705056179775281,1.0,0.971823379658612
2368.0,0.031035660146731894,0.9705056179775281,1.0,0.971823379658612
2367.0,0.031006534761568824,0.9705056179775281,1.0,0.971823379658612
2366.0,0.030946631544954986,0.9705056179775281,1.0,0.971823379658612
2365.0,0.03084792512349979,0.9705056179775281,1.0,0.971823379658612
2364.0,0.03082857615620087,0.9705056179775281,1.0,0.971823379658612
2363.0,0.030824489520866197,0.9705056179775281,1.0,0.971823379658612
2362.0,0.030824489520866197,0.9705056179775281,1.0,0.971823379658612
2361.0,0.03081426829915609,0.9705056179775281,1.0,0.971823379658612
2360.0,0.030777720249813702,0.9705056179775281,1.0,0.9714152163933057
2359.0,0.030751263687726352,0.9719101123595506,1.0,0.971824214348316
2358.0,0.030699842509784938,0.9719101123595506,1.0,0.9734568674095405
2357.0,0.03067930739889682,0.9719101123595506,1.0,0.9738650306748466
2356.0,0.030664369403070265,0.9719101123595506,1.0,0.9738650306748466
2355.0,0.03062811788962518,0.9705056179775281,1.0,0.9738641959851426
2354.0,0.03060876892232628,0.9705056179775281,1.0,0.9738641959851426
2353.0,0.030527499552972143,0.9705056179775281,1.0,0.9734560327198365
2352.0,0.030429607956562237,0.9705056179775281,1.0,0.9734560327198365
2351.0,0.030396968157678807,0.973314606741573,1.0,0.9734560327198365
2350.0,0.030257299750049885,0.973314606741573,1.0,0.9734560327198365
2349.0,0.030253778386269435,0.9705056179775281,1.0,0.9738650306748466
2348.0,0.030242227386394878,0.9705056179775281,1.0,0.9722332123033262
2347.0,0.030195138412578097,0.9705056179775281,1.0,0.9722332123033262
2346.0,0.030149286549457886,0.9705056179775281,1.0,0.9722332123033262
2345.0,0.030119707093702076,0.9705056179775281,1.0,0.9730495388339385
2344.0,0.030082306503654947,0.9705056179775281,1.0,0.9730495388339385
2343.0,0.030032099269543124,0.9705056179775281,1.0,0.9730495388339385
2342.0,0.030011286156251284,0.9705056179775281,1.0,0.9730495388339385
2341.0,0.029999758323243694,0.9691011235955056,1.0,0.9714152163933057
2340.0,0.02998908303094085,0.9705056179775281,1.0,0.9710062184382956
2339.0,0.029956352881276207,0.9705056179775281,1.0,0.9714152163933057
2338.0,0.029956056345378915,0.9719101123595506,1.0,0.9697817286423772
2337.0,0.029907477742015548,0.9719101123595506,1.0,0.9697817286423772
2336.0,0.029880513825541407,0.9719101123595506,1.0,0.9697817286423772
2335.0,0.029857022622427065,0.9719101123595506,1.0,0.9701898919076832
2334.0,0.029847116470107845,0.9719101123595506,1.0,0.9705980551729894
2333.0,0.029810169950653456,0.9719101123595506,1.0,0.9705980551729894
2332.0,0.029779914022381938,0.9719101123595506,1.0,0.9705980551729894
2331.0,0.029778060673023802,0.9719101123595506,1.0,0.9705980551729894
2330.0,0.029770387806681127,0.9719101123595506,1.0,0.9705980551729894
2329.0,0.029747182390037822,0.9719101123595506,1.0,0.9705980551729894
2328.0,0.029717382015038523,0.9691011235955056,1.0,0.9705980551729894
2327.0,0.029702703488122102,0.9691011235955056,1.0,0.9705980551729894
2326.0,0.029671567218905466,0.9705056179775281,1.0,0.9714143817036017
2325.0,0.029664760793387732,0.9705056179775281,1.0,0.9714143817036017
2324.0,0.029661800067788104,0.9705056179775281,1.0,0.9714143817036017
2323.0,0.029591020655800996,0.9705056179775281,1.0,0.9714143817036017
2322.0,0.029576008526000116,0.9705056179775281,1.0,0.9714143817036017
2321.0,0.02942571931453948,0.973314606741573,1.0,0.9714143817036017
2320.0,0.029418937167898323,0.9719101123595506,1.0,0.971416885772714
2319.0,0.029418510897545956,0.9719101123595506,1.0,0.971416885772714
2318.0,0.029386786189908108,0.973314606741573,1.0,0.971416885772714
2317.0,0.02936706191936417,0.973314606741573,1.0,0.971416885772714
2316.0,0.029364059493404003,0.973314606741573,1.0,0.971416885772714
2315.0,0.0293602856107735,0.973314606741573,1.0,0.971416885772714
2314.0,0.029328104515856216,0.973314606741573,1.0,0.97182504903802
2313.0,0.029315353472272262,0.973314606741573,1.0,0.97182504903802
2312.0,0.029285079010507156,0.973314606741573,1.0,0.97182504903802
2311.0,0.02923451037327049,0.973314606741573,1.0,0.97182504903802
2310.0,0.029180994910554398,0.973314606741573,1.0,0.97182504903802
2309.0,0.029133391632290742,0.973314606741573,1.0,0.97182504903802
2308.0,0.029120010449925012,0.9691011235955056,1.0,0.9718258837277244
2307.0,0.029075576399063777,0.9691011235955056,1.0,0.9722340469930304
2306.0,0.02905264120075688,0.9691011235955056,1.0,0.9722340469930304
2305.0,0.029033224470372068,0.9691011235955056,1.0,0.9722340469930304
2304.0,0.02901671080845568,0.9691011235955056,1.0,0.9722340469930304
2303.0,0.02893854901427019,0.9691011235955056,1.0,0.9714177204624181
2302.0,0.02883221309484731,0.9691011235955056,1.0,0.9714177204624181
2301.0,0.028812354456474898,0.9691011235955056,1.0,0.9714177204624181
2300.0,0.02881053817410393,0.9719101123595506,1.0,0.9718267184174284
2299.0,0.0288050151930167,0.9719101123595506,1.0,0.9722348816827345
2298.0,0.028786993223858217,0.9719101123595506,1.0,0.9710078878177038
2297.0,0.028749145976615775,0.9719101123595506,1.0,0.9705997245523976
2296.0,0.02871995572422517,0.9719101123595506,1.0,0.9705997245523976
2295.0,0.02871289446317069,0.9719101123595506,1.0,0.9705997245523976
2294.0,0.02862894700399404,0.9719101123595506,1.0,0.9705997245523976
2293.0,0.028609289639361938,0.9719101123595506,1.0,0.9701907265973875
2292.0,0.028605891337978865,0.9691011235955056,1.0,0.9701907265973875
2291.0,0.028597921935738888,0.9691011235955056,1.0,0.9701907265973875
2290.0,0.028547066029351715,0.9648876404494382,1.0,0.9714152163933057
2289.0,0.02850558807071669,0.9648876404494382,1.0,0.9722315429239179
2288.0,0.028408250162427533,0.9648876404494382,1.0,0.9734560327198365
2287.0,0.028380857658914325,0.9648876404494382,1.0,0.9734560327198365
2286.0,0.028336710877203592,0.9648876404494382,1.0,0.9738650306748466
2285.0,0.0282899416061511,0.9648876404494382,1.0,0.9734568674095405
2284.0,0.028275179678513576,0.9648876404494382,1.0,0.9734568674095405
