N_features,max_mi,accuracy_test,accuracy_train,mean_cv
2636.0,0.1696446123187818,0.976123595505618,1.0,0.9722332123033262
2635.0,0.16771649861199656,0.9719101123595506,1.0,0.9742740286298568
2634.0,0.16676432575343259,0.9719101123595506,1.0,0.975090355160469
2633.0,0.16607731391525715,0.9719101123595506,1.0,0.9742731939401528
2632.0,0.16582811880258408,0.9662921348314607,1.0,0.9730495388339385
2631.0,0.16552680330554392,0.973314606741573,1.0,0.9759066816910813
2630.0,0.1629609218663044,0.9648876404494382,1.0,0.971823379658612
2629.0,0.15949537577727968,0.9705056179775281,1.0,0.9685564041567547
2628.0,0.15934856123077146,0.9719101123595506,1.0,0.9685555694670507
2627.0,0.1550082382002902,0.976123595505618,1.0,0.9701898919076835
2626.0,0.15130005083505127,0.9719101123595506,1.0,0.9693718959976628
2625.0,0.15051625577705452,0.9691011235955056,1.0,0.9701882225282752
2624.0,0.15002002194531472,0.9747191011235955,1.0,0.9718217102792037
2623.0,0.14910418932184966,0.9719101123595506,1.0,0.9677384082467342
2622.0,0.1469493785476974,0.9705056179775281,1.0,0.9693710613079587
2621.0,0.1446096020529486,0.9691011235955056,1.0,0.9722298735445097
2620.0,0.144083779702596,0.9705056179775281,1.0,0.9714135470138976
2619.0,0.14367587178319052,0.9705056179775281,1.0,0.9693710613079587
2618.0,0.14367557582385038,0.9705056179775281,1.0,0.9701890572179792
2617.0,0.14355906058864076,0.9705056179775281,1.0,0.9697808939526731
2616.0,0.1420876352215259,0.9705056179775281,1.0,0.9693727306873668
2615.0,0.1384568403677915,0.9691011235955056,1.0,0.9710070531279996
2614.0,0.13824444079773635,0.973314606741573,1.0,0.9701898919076832
2613.0,0.13820751317018276,0.9705056179775281,1.0,0.9693727306873671
2612.0,0.13597328717513713,0.9719101123595506,1.0,0.971822544968908
2611.0,0.13567839826364958,0.9719101123595506,1.0,0.971822544968908
2610.0,0.1351971186936749,0.9719101123595506,1.0,0.9701882225282752
2609.0,0.13509972024890438,0.973314606741573,1.0,0.9693744000667752
2608.0,0.13495329021710045,0.9775280898876404,1.0,0.968558073536163
2607.0,0.13492724554787028,0.9775280898876404,1.0,0.9705988898626934
2606.0,0.13286221905096962,0.9775280898876404,1.0,0.9705972204832853
2605.0,0.13277632207660006,0.9775280898876404,1.0,0.9677400776261426
2604.0,0.13200837335745153,0.976123595505618,1.0,0.9730478694545303
2603.0,0.13140686078958663,0.9775280898876404,1.0,0.9714160510830098
2602.0,0.12925855625947924,0.9789325842696629,1.0,0.9722315429239179
2601.0,0.12765520932104213,0.976123595505618,1.0,0.9714177204624181
2600.0,0.1261931689424003,0.976123595505618,1.0,0.9726422102583365
2599.0,0.1257970058363691,0.9775280898876404,1.0,0.9730503735236427
2598.0,0.12508828406167538,0.976123595505618,1.0,0.9730487041442343
2597.0,0.12494326813026935,0.976123595505618,1.0,0.9722323776136221
2596.0,0.12493719375568735,0.976123595505618,1.0,0.9722332123033262
2595.0,0.12354738173662017,0.9789325842696629,1.0,0.9726413755686323
2594.0,0.12308299670329137,0.9775280898876404,1.0,0.9726413755686323
2593.0,0.12277441836571867,0.9789325842696629,1.0,0.971823379658612
2592.0,0.1220431873047716,0.9789325842696629,1.0,0.9705980551729894
2591.0,0.12200616210577131,0.9803370786516854,1.0,0.9714135470138976
2590.0,0.12104440234897273,0.9747191011235955,1.0,0.9710070531279996
2589.0,0.12038112124821132,0.9747191011235955,1.0,0.9714152163933057
2588.0,0.11903228996530535,0.9747191011235955,1.0,0.9714152163933057
2587.0,0.11897065603068158,0.976123595505618,1.0,0.9705963857935812
2586.0,0.11816220101689501,0.9775280898876404,1.0,0.9718208755894997
2585.0,0.11780557447894635,0.9775280898876404,1.0,0.9710045490588873
2584.0,0.11753844682289061,0.9775280898876404,1.0,0.9701882225282752
2583.0,0.11752699912915832,0.9789325842696629,1.0,0.9681465715120403
2582.0,0.11735246576305225,0.976123595505618,1.0,0.9734560327198365
2581.0,0.11688973044384476,0.9775280898876404,1.0,0.9714152163933057
2580.0,0.11603238769407187,0.976123595505618,1.0,0.9759066816910813
2579.0,0.11488215672378765,0.976123595505618,1.0,0.9738641959851424
2578.0,0.11481386207112765,0.973314606741573,1.0,0.9730470347648261
2577.0,0.11309638322811,0.976123595505618,1.0,0.9722290388548057
2576.0,0.11280008888123616,0.976123595505618,1.0,0.9722290388548057
2575.0,0.11271115768269402,0.9747191011235955,1.0,0.9730470347648261
2574.0,0.11226293618972227,0.9775280898876404,1.0,0.9722332123033262
2573.0,0.11216362596489526,0.9817415730337079,1.0,0.9718217102792037
2572.0,0.11184432236429642,0.9817415730337079,1.0,0.9730495388339385
2571.0,0.11179802688238305,0.9817415730337079,1.0,0.9726413755686323
2570.0,0.11158318744841145,0.9789325842696629,1.0,0.97182504903802
2569.0,0.11155343057052103,0.976123595505618,1.0,0.9706005592421019
2568.0,0.11120408078878574,0.976123595505618,1.0,0.9710087225074078
2567.0,0.11030757969582528,0.9817415730337079,1.0,0.9701915612870915
2566.0,0.10979592368716862,0.9817415730337079,1.0,0.9710045490588873
2565.0,0.10927282385008863,0.9747191011235955,1.0,0.9714127123241936
2564.0,0.10896108882779743,0.9719101123595506,1.0,0.9705980551729894
2563.0,0.10871754826188829,0.9789325842696629,1.0,0.9693718959976628
2562.0,0.1060796637853334,0.9775280898876404,1.0,0.9701882225282752
2561.0,0.10594682043453796,0.9775280898876404,1.0,0.9701882225282752
2560.0,0.10581721486670226,0.9775280898876404,1.0,0.9722315429239181
2559.0,0.10538145163567636,0.9817415730337079,1.0,0.9705997245523976
2558.0,0.1052256661617823,0.9789325842696629,1.0,0.9722340469930304
2557.0,0.10344728864942798,0.9789325842696629,1.0,0.9718258837277242
2556.0,0.10332538174028039,0.9775280898876404,1.0,0.971823379658612
2555.0,0.10309646964669938,0.9789325842696629,1.0,0.971416885772714
2554.0,0.10287417811751909,0.9775280898876404,1.0,0.9714177204624181
2553.0,0.10280817506391582,0.9775280898876404,1.0,0.9706013939318059
2552.0,0.10265559001488023,0.9775280898876404,1.0,0.9718258837277242
2551.0,0.10258442001461265,0.9803370786516854,1.0,0.97182504903802
2550.0,0.10250099271603097,0.9775280898876404,1.0,0.9738658653645509
2549.0,0.10236980151044395,0.9789325842696629,1.0,0.9722332123033262
2548.0,0.1022532715980824,0.9789325842696629,1.0,0.9722340469930304
2547.0,0.10196710653005359,0.9789325842696629,1.0,0.9722340469930304
2546.0,0.10146174683429887,0.9789325842696629,1.0,0.9722340469930304
2545.0,0.10120977446382562,0.973314606741573,1.0,0.9722307082342139
2544.0,0.10092486028548753,0.9705056179775281,1.0,0.9714143817036017
2543.0,0.10072487337151981,0.9705056179775281,1.0,0.9714143817036017
2542.0,0.1004395335825099,0.9705056179775281,1.0,0.9722323776136221
2541.0,0.10021068887110562,0.9747191011235955,1.0,0.9730495388339385
2540.0,0.10005190240082129,0.9747191011235955,1.0,0.9734577020992446
2539.0,0.09998025927583654,0.9747191011235955,1.0,0.9742740286298568
2538.0,0.09956211824466399,0.9789325842696629,1.0,0.9726422102583365
2537.0,0.09883094799893732,0.9789325842696629,1.0,0.9710062184382956
2536.0,0.09842382770515679,0.9789325842696629,1.0,0.9710062184382956
2535.0,0.09803500828832123,0.9789325842696629,1.0,0.9710053837485914
2534.0,0.09797893264048652,0.976123595505618,1.0,0.9689645674220608
2533.0,0.09774264188147996,0.976123595505618,1.0,0.9689645674220608
2532.0,0.09732278731179744,0.9747191011235955,1.0,0.9697842327114895
2531.0,0.09678600721655983,0.9719101123595506,1.0,0.9693760694461833
2530.0,0.0963098355483365,0.9747191011235955,1.0,0.968558908225867
2529.0,0.09587661030081374,0.976123595505618,1.0,0.9705997245523976
2528.0,0.09528146847474428,0.976123595505618,1.0,0.9697825633320812
2527.0,0.09509357043085687,0.976123595505618,1.0,0.9705988898626936
2526.0,0.09493410583728767,0.976123595505618,1.0,0.971823379658612
2525.0,0.09481920688684098,0.976123595505618,1.0,0.9738641959851424
2524.0,0.09472898112597883,0.976123595505618,1.0,0.9742731939401527
2523.0,0.09450506334717335,0.976123595505618,1.0,0.9730462000751221
2522.0,0.09422153184367232,0.976123595505618,1.0,0.9730462000751221
2521.0,0.09420448417664384,0.9775280898876404,1.0,0.9722323776136221
2520.0,0.09415515716888678,0.976123595505618,1.0,0.9714152163933057
2519.0,0.09415077953394757,0.976123595505618,1.0,0.971823379658612
2518.0,0.09328218635882801,0.9789325842696629,1.0,0.9714143817036017
2517.0,0.09288474548104486,0.9789325842696629,1.0,0.9701890572179792
2516.0,0.09282030853649714,0.9803370786516854,1.0,0.9730512082133467
2515.0,0.09260775534534194,0.976123595505618,1.0,0.9726405408789283
2514.0,0.09233030677367404,0.9775280898876404,1.0,0.9726397061892241
2513.0,0.09202757881549783,0.9775280898876404,1.0,0.9726397061892241
2512.0,0.09193152635241808,0.9775280898876404,1.0,0.9726397061892241
2511.0,0.09180847956596905,0.9775280898876404,1.0,0.9710062184382956
2510.0,0.09151941449173973,0.9775280898876404,1.0,0.9705980551729894
2509.0,0.0910817317928645,0.9803370786516854,1.0,0.9726405408789283
2508.0,0.09087801725353595,0.9789325842696629,1.0,0.9730487041442343
2507.0,0.09067521427490166,0.973314606741573,1.0,0.971823379658612
2506.0,0.09057329074242437,0.973314606741573,1.0,0.971823379658612
2505.0,0.09053829556946358,0.976123595505618,1.0,0.971823379658612
2504.0,0.09014091537577018,0.976123595505618,1.0,0.9710070531279997
2503.0,0.09009121852048674,0.9775280898876404,1.0,0.9710070531279996
2502.0,0.0900289241794956,0.9775280898876404,1.0,0.9734568674095405
2501.0,0.0898525318556389,0.9775280898876404,1.0,0.9689662368014691
2500.0,0.0897584792585,0.9775280898876404,1.0,0.9689662368014691
2499.0,0.08970106069374606,0.9775280898876404,1.0,0.9697825633320812
2498.0,0.08928907413156084,0.973314606741573,1.0,0.968558073536163
2497.0,0.08914478005466786,0.973314606741573,1.0,0.9681499102708567
2496.0,0.08911909597303769,0.9747191011235955,1.0,0.971416885772714
2495.0,0.08898229297862614,0.9747191011235955,1.0,0.971416885772714
2494.0,0.08871051431034704,0.9747191011235955,1.0,0.97182504903802
2493.0,0.08859059919584089,0.9747191011235955,1.0,0.97182504903802
2492.0,0.08817635258297996,0.9775280898876404,1.0,0.9697833980217855
2491.0,0.08801179659672576,0.9775280898876404,1.0,0.9697833980217855
2490.0,0.08742026233498823,0.9775280898876404,1.0,0.9701923959767956
2489.0,0.08717565157869367,0.9789325842696629,1.0,0.9705997245523976
2488.0,0.0871275444734716,0.9789325842696629,1.0,0.9730503735236427
2487.0,0.08703758149813501,0.9789325842696629,1.0,0.9693744000667751
2486.0,0.08702729849769497,0.9817415730337079,1.0,0.971823379658612
2485.0,0.08695330614226005,0.9817415730337079,1.0,0.9726422102583365
2484.0,0.0868704055720464,0.9817415730337079,1.0,0.971008722507408
2483.0,0.08675206726026952,0.976123595505618,1.0,0.9722323776136221
2482.0,0.08641477407535003,0.976123595505618,1.0,0.9722323776136221
2481.0,0.08622592711277766,0.9803370786516854,1.0,0.9746821918951628
2480.0,0.08608438943491192,0.9803370786516854,1.0,0.9738658653645509
2479.0,0.08583515779431661,0.9803370786516854,1.0,0.9738658653645509
2478.0,0.08563797459560796,0.973314606741573,1.0,0.9738658653645509
2477.0,0.08515909368831176,0.9803370786516854,1.0,0.9734568674095405
2476.0,0.08513776124805661,0.9803370786516854,1.0,0.9730478694545303
2475.0,0.08492893059976536,0.9817415730337079,1.0,0.9722323776136221
2474.0,0.08489963947410195,0.9789325842696629,1.0,0.9730478694545303
2473.0,0.08465195274238413,0.9789325842696629,1.0,0.9710078878177038
2472.0,0.08464618534298429,0.9789325842696629,1.0,0.968558073536163
2471.0,0.0831743872603512,0.9775280898876404,1.0,0.9697825633320812
2470.0,0.08315968523137895,0.9775280898876404,1.0,0.9697825633320812
2469.0,0.08282135336175056,0.9775280898876404,1.0,0.9697825633320812
2468.0,0.08276937550342578,0.9803370786516854,1.0,0.9714177204624181
2467.0,0.08269291812946711,0.9789325842696629,1.0,0.9693769041358875
2466.0,0.0826660184994854,0.9789325842696629,1.0,0.9697833980217853
2465.0,0.08260458728759867,0.9789325842696629,1.0,0.9714168857727141
2464.0,0.08243335358495152,0.9831460674157303,1.0,0.9714160510830098
2463.0,0.0819299524727315,0.9817415730337079,1.0,0.9710070531279996
2462.0,0.08120390394539445,0.9817415730337079,1.0,0.9714152163933057
2461.0,0.08115209634938236,0.9775280898876404,1.0,0.9710062184382956
2460.0,0.08074246026578802,0.9803370786516854,1.0,0.9726430449480405
2459.0,0.08072894587644908,0.9775280898876404,1.0,0.9742756980092651
2458.0,0.08058275566787998,0.9775280898876404,1.0,0.9734568674095405
2457.0,0.08052249954799584,0.9775280898876404,1.0,0.9734568674095405
2456.0,0.08037467427107425,0.9803370786516854,1.0,0.9722315429239181
2455.0,0.08010526528365625,0.9803370786516854,1.0,0.9722315429239181
2454.0,0.0800433961419369,0.9789325842696629,1.0,0.971824214348316
2453.0,0.07989869349074641,0.9817415730337079,1.0,0.9722323776136221
2452.0,0.0797156368609615,0.9803370786516854,1.0,0.9763156796460917
2451.0,0.079389557370253,0.9803370786516854,1.0,0.9754993531154794
2450.0,0.07927039354536336,0.9789325842696629,1.0,0.9734568674095405
2449.0,0.0789812223392794,0.9789325842696629,1.0,0.9738658653645509
2448.0,0.07879158461623481,0.9803370786516854,1.0,0.9734568674095405
2447.0,0.07857437964746339,0.9789325842696629,1.0,0.9722323776136221
2446.0,0.07851833983665246,0.9817415730337079,1.0,0.9710078878177038
2445.0,0.07848853198621564,0.9845505617977528,1.0,0.9734577020992446
2444.0,0.07801077194957062,0.9845505617977528,1.0,0.975090355160469
2443.0,0.07794931774008118,0.9817415730337079,1.0,0.9714152163933057
2442.0,0.07781233599590331,0.9845505617977528,1.0,0.9726397061892241
2441.0,0.07753487502760792,0.9845505617977528,1.0,0.9730495388339385
2440.0,0.07685372389286194,0.9817415730337079,1.0,0.9714143817036017
2439.0,0.07673303056604919,0.9817415730337079,1.0,0.9710062184382956
2438.0,0.07669334059258803,0.973314606741573,1.0,0.9722315429239181
2437.0,0.07648240922071547,0.9789325842696629,1.0,0.9738675347439589
2436.0,0.07621854667999939,0.9789325842696629,1.0,0.9738675347439589
2435.0,0.07606757536766984,0.9789325842696629,1.0,0.9742756980092651
2434.0,0.07586830945700629,0.9789325842696629,1.0,0.9742756980092651
2433.0,0.07526740265469534,0.9831460674157303,1.0,0.9734593714786529
2432.0,0.07506459039796343,0.976123595505618,1.0,0.9714152163933057
2431.0,0.07501855838955152,0.973314606741573,1.0,0.9706005592421019
2430.0,0.07496199426543226,0.976123595505618,1.0,0.9714135470138976
2429.0,0.07471318047925557,0.976123595505618,1.0,0.9710053837485914
2428.0,0.07467387949540072,0.973314606741573,1.0,0.9693744000667751
2427.0,0.07458275475330667,0.9831460674157303,1.0,0.9710070531279997
2426.0,0.07440172587666005,0.9817415730337079,1.0,0.9710070531279997
2425.0,0.07440050034459089,0.976123595505618,1.0,0.9714152163933057
2424.0,0.07367862971430306,0.9775280898876404,1.0,0.9697808939526731
2423.0,0.07362139167050596,0.973314606741573,1.0,0.9714152163933057
2422.0,0.07286760187056696,0.9803370786516854,1.0,0.9697825633320812
2421.0,0.07282436023907768,0.9831460674157303,1.0,0.9701907265973875
2420.0,0.07214545392797755,0.9831460674157303,1.0,0.9693744000667752
2419.0,0.0720304731616408,0.9817415730337079,1.0,0.9693752347564792
2418.0,0.07197792384516055,0.9775280898876404,1.0,0.971008722507408
2417.0,0.07189410271662444,0.9789325842696629,1.0,0.9701898919076832
2416.0,0.07177611779618132,0.9817415730337079,1.0,0.9697825633320812
2415.0,0.07174357452468705,0.9789325842696629,1.0,0.9701907265973875
2414.0,0.07152218874451388,0.9845505617977528,1.0,0.9701898919076832
2413.0,0.07148709365607231,0.9831460674157303,1.0,0.968557238846459
2412.0,0.07119918820481108,0.9803370786516854,1.0,0.968558073536163
2411.0,0.0707129738354022,0.973314606741573,1.0,0.9705988898626936
2410.0,0.07063241457201519,0.973314606741573,1.0,0.9705988898626936
2409.0,0.07038795656693653,0.9817415730337079,1.0,0.9697817286423772
2408.0,0.07027111298887379,0.9747191011235955,1.0,0.9710070531279996
2407.0,0.07002954654961346,0.9747191011235955,1.0,0.9701907265973875
2406.0,0.0697829456923229,0.973314606741573,1.0,0.9714143817036017
2405.0,0.06958706431351369,0.9803370786516854,1.0,0.9701890572179792
2404.0,0.0694868733483982,0.976123595505618,1.0,0.9693735653770711
2403.0,0.06925795192231976,0.976123595505618,1.0,0.9697825633320812
2402.0,0.06924724955365491,0.9719101123595506,1.0,0.9734560327198365
2401.0,0.06922965194092456,0.9719101123595506,1.0,0.9742740286298568
2400.0,0.0691929231418622,0.9747191011235955,1.0,0.9730470347648261
2399.0,0.06910078845461065,0.9747191011235955,1.0,0.9734551980301323
2398.0,0.06895389055699486,0.9831460674157303,1.0,0.9710053837485916
2397.0,0.06885572613708946,0.9831460674157303,1.0,0.9714152163933057
2396.0,0.06866332678302522,0.9831460674157303,1.0,0.9730445306957138
2395.0,0.06850290849191398,0.9789325842696629,1.0,0.9742715245607446
2394.0,0.068496347954073,0.9803370786516854,1.0,0.9734568674095405
2393.0,0.06832696856513953,0.9831460674157303,1.0,0.9738633612954384
2392.0,0.06826899694600108,0.976123595505618,1.0,0.9726397061892241
2391.0,0.0682457044440723,0.973314606741573,1.0,0.9730478694545303
2390.0,0.06790066655025773,0.9831460674157303,1.0,0.9730478694545303
2389.0,0.06786766298179314,0.9831460674157303,1.0,0.974274863319561
2388.0,0.0678588884097937,0.9831460674157303,1.0,0.9763156796460916
2387.0,0.0678454343533399,0.9803370786516854,1.0,0.9771320061767039
2386.0,0.0677466526571382,0.9803370786516854,1.0,0.9771320061767039
2385.0,0.06732920175604562,0.9775280898876404,1.0,0.9754985184257752
2384.0,0.06728114899909676,0.9789325842696629,1.0,0.9759066816910813
2383.0,0.06726312712314164,0.9775280898876404,1.0,0.9726380368098159
2382.0,0.06701341478936818,0.9789325842696629,1.0,0.9730462000751221
2381.0,0.06688185907576782,0.9775280898876404,1.0,0.9726380368098159
2380.0,0.06681081959566826,0.9789325842696629,1.0,0.9730487041442343
2379.0,0.06678770643618148,0.9747191011235955,1.0,0.9714143817036017
2378.0,0.06664790653104857,0.9817415730337079,1.0,0.971823379658612
2377.0,0.0665179394700699,0.9831460674157303,1.0,0.9730495388339385
2376.0,0.06640698413792001,0.9789325842696629,1.0,0.971824214348316
2375.0,0.06626002730032976,0.9789325842696629,1.0,0.971824214348316
2374.0,0.06594892376613726,0.9789325842696629,1.0,0.9755001878051834
2373.0,0.06594170773341257,0.9789325842696629,1.0,0.9738675347439589
2372.0,0.06588085983364289,0.9691011235955056,1.0,0.975088685781061
2371.0,0.06586222808023745,0.9747191011235955,1.0,0.9759075163807853
2370.0,0.06574578799027542,0.9775280898876404,1.0,0.9714152163933057
2369.0,0.06573735634604683,0.9775280898876404,1.0,0.971823379658612
2368.0,0.06557350921777183,0.9691011235955056,1.0,0.9705997245523976
2367.0,0.06553713191260058,0.9691011235955056,1.0,0.9697825633320812
2366.0,0.06539315720080352,0.9775280898876404,1.0,0.971823379658612
2365.0,0.06538874136288064,0.9775280898876404,1.0,0.9705963857935813
2364.0,0.0652238609531024,0.9775280898876404,1.0,0.9705963857935813
2363.0,0.06511447670780313,0.9775280898876404,1.0,0.9714160510830098
2362.0,0.06455504932908651,0.9747191011235955,1.0,0.9734568674095405
2361.0,0.06440960459223777,0.9775280898876404,1.0,0.9714160510830098
2360.0,0.06433312155228732,0.9747191011235955,1.0,0.9701907265973875
2359.0,0.06411617476970699,0.9775280898876404,1.0,0.9697817286423772
2358.0,0.0641091775236089,0.9789325842696629,1.0,0.971824214348316
2357.0,0.0638836752563603,0.9789325842696629,1.0,0.9734577020992446
2356.0,0.06383074087107099,0.9789325842696629,1.0,0.9710078878177038
2355.0,0.06374521468250172,0.9789325842696629,1.0,0.971416885772714
2354.0,0.06352290620624901,0.9789325842696629,1.0,0.9722323776136221
2353.0,0.06323038767572031,0.9705056179775281,1.0,0.9705972204832853
2352.0,0.06295858242048635,0.9789325842696629,1.0,0.9722307082342141
2351.0,0.06254728889263572,0.9747191011235955,1.0,0.9714143817036017
2350.0,0.06251874055012974,0.9747191011235955,1.0,0.9710062184382956
2349.0,0.062372615857207325,0.9747191011235955,1.0,0.9701907265973875
2348.0,0.06221336126330668,0.9747191011235955,1.0,0.9705988898626936
2347.0,0.0621014782066589,0.9747191011235955,1.0,0.971823379658612
2346.0,0.06197678635535997,0.9747191011235955,1.0,0.9714168857727141
2345.0,0.06151179892766545,0.976123595505618,1.0,0.971824214348316
2344.0,0.06141964593414784,0.976123595505618,1.0,0.9714160510830098
2343.0,0.061344991140998006,0.976123595505618,1.0,0.971823379658612
2342.0,0.06127168025987362,0.976123595505618,1.0,0.9714160510830098
2341.0,0.0610264337579387,0.9789325842696629,1.0,0.9726405408789283
2340.0,0.060976945027299,0.9789325842696629,1.0,0.9738650306748466
2339.0,0.06078124571040555,0.973314606741573,1.0,0.9730487041442343
2338.0,0.06077858431703631,0.9789325842696629,1.0,0.9750878510913568
2337.0,0.0607166603959286,0.9775280898876404,1.0,0.9759050123116731
2336.0,0.06063311722276632,0.9803370786516854,1.0,0.9754985184257752
2335.0,0.06062121757945582,0.9803370786516854,1.0,0.9738658653645509
2334.0,0.060564197559787925,0.9803370786516854,1.0,0.9730478694545303
2333.0,0.060487829740475174,0.9803370786516854,1.0,0.9722323776136221
2332.0,0.06033612504844399,0.9803370786516854,1.0,0.9722323776136221
2331.0,0.06019685952771181,0.9719101123595506,1.0,0.9710062184382956
2330.0,0.06013134027891143,0.973314606741573,1.0,0.9746813572054588
2329.0,0.060126097716559856,0.973314606741573,1.0,0.9746813572054588
2328.0,0.06009503990316212,0.9775280898876404,1.0,0.9726397061892242
2327.0,0.05995088415862515,0.9789325842696629,1.0,0.9742731939401528
2326.0,0.05991334226101652,0.976123595505618,1.0,0.9738650306748466
2325.0,0.059910658457047905,0.9719101123595506,1.0,0.9726413755686323
2324.0,0.05979719025883612,0.9719101123595506,1.0,0.9726397061892241
2323.0,0.059784482049435095,0.9662921348314607,1.0,0.9726397061892241
2322.0,0.05971184596933998,0.9705056179775281,1.0,0.971822544968908
2321.0,0.05970468412877028,0.9705056179775281,1.0,0.971824214348316
2320.0,0.05961949429822133,0.9705056179775281,1.0,0.971824214348316
2319.0,0.05940426245120234,0.9719101123595506,1.0,0.9730487041442343
2318.0,0.05934721712883717,0.9747191011235955,1.0,0.9738658653645509
2317.0,0.0591949155456406,0.976123595505618,1.0,0.971822544968908
2316.0,0.05908406510748154,0.9817415730337079,1.0,0.9718208755894997
2315.0,0.05892721895529429,0.9775280898876404,1.0,0.9750886857810608
2314.0,0.05884288701072582,0.973314606741573,1.0,0.9726388714995201
2313.0,0.05883236916405887,0.9719101123595506,1.0,0.9710053837485916
2312.0,0.058822323705653545,0.9719101123595506,1.0,0.9705963857935813
2311.0,0.05877248330974094,0.9789325842696629,1.0,0.9705980551729894
2310.0,0.058646630520492016,0.9775280898876404,1.0,0.969371895997663
2309.0,0.05832725033818642,0.976123595505618,1.0,0.9718217102792037
2308.0,0.05826076931402491,0.9803370786516854,1.0,0.9714160510830098
2307.0,0.05822910138612469,0.9789325842696629,1.0,0.9722307082342139
2306.0,0.05777838817008507,0.9803370786516854,1.0,0.971822544968908
2305.0,0.05772033785680519,0.9845505617977528,1.0,0.9714152163933057
2304.0,0.05753645664511531,0.9789325842696629,1.0,0.9726388714995201
2303.0,0.057469229154099244,0.9775280898876404,1.0,0.9697800592629691
2302.0,0.05730835751291652,0.9775280898876404,1.0,0.9693718959976628
2301.0,0.057275598546872475,0.9775280898876404,1.0,0.9714152163933057
2300.0,0.057211019269236774,0.9789325842696629,1.0,0.9714152163933057
2299.0,0.05712745164894839,0.9817415730337079,1.0,0.9697817286423772
2298.0,0.05710586305452314,0.9817415730337079,1.0,0.9701898919076835
2297.0,0.05697879388229721,0.9831460674157303,1.0,0.9718225449689077
2296.0,0.056973577509775275,0.9803370786516854,1.0,0.97182504903802
2295.0,0.05687250085884954,0.9831460674157303,1.0,0.9710070531279996
2294.0,0.05684699292302042,0.9775280898876404,1.0,0.9710070531279996
2293.0,0.05681953839890319,0.9803370786516854,1.0,0.9710070531279996
2292.0,0.0568124322329322,0.9831460674157303,1.0,0.971823379658612
2291.0,0.05674391001521317,0.9817415730337079,1.0,0.9705988898626936
2290.0,0.05666609218755925,0.9817415730337079,1.0,0.9726405408789283
2289.0,0.05652413652068944,0.9803370786516854,1.0,0.9714160510830098
2288.0,0.056486092674693955,0.9803370786516854,1.0,0.9726405408789282
2287.0,0.05647905922084595,0.9803370786516854,1.0,0.9710028796794792
2286.0,0.05629701520412955,0.9789325842696629,1.0,0.9701882225282752
2285.0,0.056265033690554134,0.976123595505618,1.0,0.9714168857727141
2284.0,0.0562207857672945,0.976123595505618,1.0,0.9701882225282752
2283.0,0.055965583248419826,0.9803370786516854,1.0,0.9726405408789283
2282.0,0.05552006108836349,0.9747191011235955,1.0,0.9701890572179792
