N_features,min_mi,accuracy_test,accuracy_train,mean_cv
2672.0,0.0,0.973314606741573,1.0,0.9738658653645509
2671.0,0.0,0.973314606741573,1.0,0.9738658653645509
2670.0,0.0,0.973314606741573,1.0,0.9738658653645509
2669.0,0.0,0.973314606741573,1.0,0.9738658653645509
2668.0,0.0,0.973314606741573,1.0,0.9730495388339385
2667.0,0.0,0.973314606741573,1.0,0.9730495388339385
2666.0,0.0,0.973314606741573,1.0,0.9730495388339385
2665.0,0.0,0.9705056179775281,1.0,0.9726397061892241
2664.0,0.0,0.9705056179775281,1.0,0.9726397061892241
2663.0,0.0,0.9705056179775281,1.0,0.9734577020992446
2662.0,0.0,0.9705056179775281,1.0,0.9734577020992446
2661.0,0.0,0.9705056179775281,1.0,0.9734577020992446
2660.0,0.0,0.9705056179775281,1.0,0.9734577020992446
2659.0,0.0,0.9705056179775281,1.0,0.9734577020992446
2658.0,0.0,0.9705056179775281,1.0,0.9734577020992446
2657.0,0.0,0.9705056179775281,1.0,0.9734577020992446
2656.0,0.0,0.9705056179775281,1.0,0.9738658653645507
2655.0,0.0,0.9705056179775281,1.0,0.9738658653645507
2654.0,0.0,0.9705056179775281,1.0,0.9738658653645507
2653.0,0.0,0.9705056179775281,1.0,0.9738658653645507
2652.0,0.0,0.9747191011235955,1.0,0.9734577020992446
2651.0,0.0,0.9747191011235955,1.0,0.9726397061892241
2650.0,0.0,0.9747191011235955,1.0,0.9726397061892241
2649.0,0.0,0.9747191011235955,1.0,0.9726397061892241
2648.0,0.0,0.9747191011235955,1.0,0.9726397061892241
2647.0,0.0,0.9705056179775281,1.0,0.9726397061892241
2646.0,0.0,0.9662921348314607,1.0,0.9730495388339385
2645.0,0.0,0.9662921348314607,1.0,0.9730495388339385
2644.0,0.0,0.9662921348314607,1.0,0.9730495388339385
2643.0,0.0,0.9662921348314607,1.0,0.9730495388339385
2642.0,0.0,0.9662921348314607,1.0,0.9730495388339385
2641.0,0.0,0.9662921348314607,1.0,0.9734577020992446
2640.0,0.0,0.9676966292134831,1.0,0.9730487041442343
2639.0,0.0,0.9676966292134831,1.0,0.9730487041442343
2638.0,0.0,0.9676966292134831,1.0,0.9730487041442343
2637.0,0.0,0.9676966292134831,1.0,0.9730487041442343
2636.0,0.0,0.9676966292134831,1.0,0.9730487041442343
2635.0,0.0,0.9676966292134831,1.0,0.9730487041442343
2634.0,0.0,0.9676966292134831,1.0,0.9730487041442343
2633.0,0.0,0.9676966292134831,1.0,0.9730487041442343
2632.0,0.0,0.9676966292134831,1.0,0.9734568674095405
2631.0,0.0,0.9691011235955056,1.0,0.9734568674095405
2630.0,0.0,0.9691011235955056,1.0,0.9734568674095405
2629.0,0.0,0.9691011235955056,1.0,0.9734568674095405
2628.0,0.0,0.9691011235955056,1.0,0.9726405408789283
2627.0,0.0,0.9691011235955056,1.0,0.9726405408789283
2626.0,0.0,0.9691011235955056,1.0,0.9726405408789283
2625.0,0.0,0.9691011235955056,1.0,0.9726405408789283
2624.0,0.0,0.9691011235955056,1.0,0.9726405408789283
2623.0,0.0,0.9691011235955056,1.0,0.9726405408789283
2622.0,0.0,0.9691011235955056,1.0,0.9726405408789283
2621.0,0.0,0.9691011235955056,1.0,0.9726405408789283
2620.0,0.0,0.9691011235955056,1.0,0.9726405408789283
2619.0,0.0,0.9691011235955056,1.0,0.9726405408789283
2618.0,0.0,0.9691011235955056,1.0,0.9726405408789283
2617.0,0.0,0.9691011235955056,1.0,0.9726405408789283
2616.0,0.0,0.9691011235955056,1.0,0.9726405408789283
2615.0,0.0,0.9691011235955056,1.0,0.9726405408789283
2614.0,0.0,0.9691011235955056,1.0,0.9726405408789283
2613.0,0.0,0.9691011235955056,1.0,0.9726405408789283
2612.0,0.0,0.9691011235955056,1.0,0.9726405408789283
2611.0,0.0,0.9691011235955056,1.0,0.9726405408789283
2610.0,0.0,0.9691011235955056,1.0,0.9726405408789283
2609.0,0.0,0.9691011235955056,1.0,0.9726405408789283
2608.0,0.0,0.9691011235955056,1.0,0.9726405408789283
2607.0,0.0,0.9691011235955056,1.0,0.9726405408789283
2606.0,0.0,0.9691011235955056,1.0,0.9726405408789283
2605.0,0.0,0.9691011235955056,1.0,0.9726405408789283
2604.0,0.0,0.9691011235955056,1.0,0.9726405408789283
2603.0,0.0,0.9691011235955056,1.0,0.9726405408789283
2602.0,0.0,0.9691011235955056,1.0,0.9726405408789283
2601.0,0.0,0.9691011235955056,1.0,0.9730487041442343
2600.0,0.0,0.9691011235955056,1.0,0.9730487041442343
2599.0,0.0,0.9691011235955056,1.0,0.9730487041442343
2598.0,0.0,0.9691011235955056,1.0,0.9730487041442343
2597.0,0.0,0.9691011235955056,1.0,0.9726397061892241
2596.0,0.0,0.9691011235955056,1.0,0.9726397061892241
2595.0,0.0,0.9691011235955056,1.0,0.9726397061892241
2594.0,0.0,0.9705056179775281,1.0,0.9730478694545303
2593.0,0.0,0.9705056179775281,1.0,0.9730478694545303
2592.0,0.0,0.9705056179775281,1.0,0.9730478694545303
2591.0,0.0,0.9705056179775281,1.0,0.9730478694545303
2590.0,0.0,0.9705056179775281,1.0,0.9730478694545303
2589.0,0.0,0.9705056179775281,1.0,0.9730478694545303
2588.0,0.0,0.9705056179775281,1.0,0.9730478694545303
2587.0,0.0,0.9705056179775281,1.0,0.9726397061892241
2586.0,0.0,0.9705056179775281,1.0,0.9726397061892241
2585.0,0.0,0.9705056179775281,1.0,0.9726397061892241
2584.0,0.0,0.9705056179775281,1.0,0.9726397061892241
2583.0,0.0,0.9676966292134831,1.0,0.9730478694545303
2582.0,0.0,0.9676966292134831,1.0,0.9730478694545303
2581.0,0.0,0.9676966292134831,1.0,0.9730478694545303
2580.0,0.0,0.9676966292134831,1.0,0.9730478694545303
2579.0,0.0,0.9676966292134831,1.0,0.9722315429239181
2578.0,0.0,0.9676966292134831,1.0,0.9722315429239181
2577.0,0.0,0.9676966292134831,1.0,0.9722315429239181
2576.0,0.0,0.9676966292134831,1.0,0.9726397061892241
2575.0,0.0,0.9676966292134831,1.0,0.9726397061892241
2574.0,0.0,0.9676966292134831,1.0,0.9730487041442343
2573.0,0.0,0.9676966292134831,1.0,0.9730487041442343
2572.0,0.0,0.9676966292134831,1.0,0.9730487041442343
2571.0,0.0,0.9676966292134831,1.0,0.9730487041442343
2570.0,0.0,0.9676966292134831,1.0,0.9730487041442343
2569.0,0.0,0.9705056179775281,1.0,0.9710078878177036
2568.0,0.0,0.9705056179775281,1.0,0.9710078878177036
2567.0,0.0,0.9705056179775281,1.0,0.9710078878177036
2566.0,0.0,0.9705056179775281,1.0,0.9710078878177036
2565.0,0.0,0.9705056179775281,1.0,0.9710078878177036
2564.0,0.0,0.9705056179775281,1.0,0.9710078878177036
2563.0,0.0,0.9705056179775281,1.0,0.9710078878177036
2562.0,0.0,0.9705056179775281,1.0,0.9710078878177036
2561.0,0.0,0.9705056179775281,1.0,0.9710078878177036
2560.0,0.0,0.9705056179775281,1.0,0.9726405408789282
2559.0,0.0,0.9705056179775281,1.0,0.9726405408789282
2558.0,0.0,0.9705056179775281,1.0,0.9726405408789282
2557.0,0.0,0.9705056179775281,1.0,0.9726405408789282
2556.0,0.0,0.9705056179775281,1.0,0.9726405408789282
2555.0,0.0,0.9705056179775281,1.0,0.9726405408789282
2554.0,0.0,0.9705056179775281,1.0,0.9726405408789282
2553.0,0.0,0.9705056179775281,1.0,0.9726405408789282
2552.0,0.0,0.9705056179775281,1.0,0.9726405408789282
2551.0,0.0,0.9705056179775281,1.0,0.9726405408789282
2550.0,0.0,0.9705056179775281,1.0,0.9726405408789282
2549.0,0.0,0.9705056179775281,1.0,0.9726405408789282
2548.0,0.0,0.9705056179775281,1.0,0.9726405408789282
2547.0,0.0,0.9705056179775281,1.0,0.9726405408789282
2546.0,0.0,0.9705056179775281,1.0,0.9726405408789282
2545.0,0.0,0.9705056179775281,1.0,0.9726405408789282
2544.0,0.0,0.9705056179775281,1.0,0.971824214348316
2543.0,0.0,0.9705056179775281,1.0,0.9722323776136221
2542.0,0.0,0.9705056179775281,1.0,0.9722323776136221
2541.0,0.0,0.9691011235955056,1.0,0.9714152163933057
2540.0,0.0,0.9691011235955056,1.0,0.9714152163933057
2539.0,0.0,0.9691011235955056,1.0,0.9714152163933057
2538.0,0.0,0.9691011235955056,1.0,0.9714152163933057
2537.0,0.0,0.9691011235955056,1.0,0.9714152163933057
2536.0,0.0,0.9691011235955056,1.0,0.971824214348316
2535.0,0.0,0.9691011235955056,1.0,0.971824214348316
2534.0,0.0,0.9691011235955056,1.0,0.971824214348316
2533.0,0.0,0.9691011235955056,1.0,0.971824214348316
2532.0,0.0,0.9691011235955056,1.0,0.9710078878177038
2531.0,0.0,0.9691011235955056,1.0,0.9710078878177038
2530.0,0.0,0.9691011235955056,1.0,0.9710078878177038
2529.0,0.0,0.9691011235955056,1.0,0.971824214348316
2528.0,0.0,0.9691011235955056,1.0,0.9730487041442343
2527.0,0.0,0.9691011235955056,1.0,0.9730487041442343
2526.0,0.0,0.9691011235955056,1.0,0.9730487041442343
2525.0,0.0,0.9691011235955056,1.0,0.9730487041442343
2524.0,0.0,0.9691011235955056,1.0,0.9730487041442343
2523.0,0.0,0.9691011235955056,1.0,0.9738650306748466
2522.0,0.0,0.9691011235955056,1.0,0.9738650306748466
2521.0,0.0,0.9691011235955056,1.0,0.9738650306748466
2520.0,0.0,0.9691011235955056,1.0,0.9738650306748466
2519.0,0.0,0.9691011235955056,1.0,0.9738650306748466
2518.0,0.0,0.9691011235955056,1.0,0.9738650306748466
2517.0,0.0,0.9691011235955056,1.0,0.9738650306748466
2516.0,0.0,0.9691011235955056,1.0,0.9738650306748466
2515.0,0.0,0.9691011235955056,1.0,0.9742731939401528
2514.0,0.0,0.9691011235955056,1.0,0.9742731939401528
2513.0,0.0,0.9691011235955056,1.0,0.9742731939401528
2512.0,0.0,0.9691011235955056,1.0,0.9742731939401528
2511.0,0.0,0.9691011235955056,1.0,0.9742731939401528
2510.0,0.0,0.9691011235955056,1.0,0.9742731939401528
2509.0,0.0,0.9691011235955056,1.0,0.9734577020992446
2508.0,0.0,0.9705056179775281,1.0,0.9738658653645509
2507.0,0.0,0.9705056179775281,1.0,0.9738658653645509
2506.0,0.0,0.9705056179775281,1.0,0.9738658653645509
2505.0,0.0,0.9705056179775281,1.0,0.9738658653645509
2504.0,0.0,0.9705056179775281,1.0,0.9738658653645509
2503.0,0.0,0.9705056179775281,1.0,0.9734577020992446
2502.0,0.0,0.9705056179775281,1.0,0.9734577020992446
2501.0,0.0,0.9705056179775281,1.0,0.9734577020992446
2500.0,0.0,0.9705056179775281,1.0,0.9734577020992446
2499.0,0.0,0.9705056179775281,1.0,0.9734577020992446
2498.0,0.0,0.9705056179775281,1.0,0.9734577020992446
2497.0,0.0,0.9705056179775281,1.0,0.9734577020992446
2496.0,0.0,0.9705056179775281,1.0,0.9734577020992446
2495.0,0.0,0.9705056179775281,1.0,0.9734577020992446
2494.0,0.0,0.9705056179775281,1.0,0.9734577020992446
2493.0,0.0,0.9705056179775281,1.0,0.9734577020992446
2492.0,0.0,0.9705056179775281,1.0,0.9734577020992446
2491.0,0.0,0.9705056179775281,1.0,0.9734577020992446
2490.0,0.0,0.9705056179775281,1.0,0.9734577020992446
2489.0,0.0,0.9705056179775281,1.0,0.9734577020992446
2488.0,0.0,0.9705056179775281,1.0,0.9734577020992446
2487.0,0.0,0.9705056179775281,1.0,0.9734577020992446
2486.0,0.0,0.9705056179775281,1.0,0.9726413755686323
2485.0,0.0,0.9705056179775281,1.0,0.9726413755686323
2484.0,0.0,0.9705056179775281,1.0,0.9726413755686323
2483.0,0.0,0.9705056179775281,1.0,0.9726413755686323
2482.0,0.0,0.9705056179775281,1.0,0.9726413755686323
2481.0,0.0,0.9705056179775281,1.0,0.9726413755686323
2480.0,0.0,0.9705056179775281,1.0,0.9726413755686323
2479.0,0.0,0.9705056179775281,1.0,0.9726413755686323
2478.0,0.0,0.9705056179775281,1.0,0.9726413755686323
2477.0,0.0,0.9705056179775281,1.0,0.9726413755686323
2476.0,0.0,0.9705056179775281,1.0,0.9726413755686323
2475.0,0.0,0.9705056179775281,1.0,0.9730495388339385
2474.0,0.0,0.9705056179775281,1.0,0.9730495388339385
2473.0,0.0,0.9705056179775281,1.0,0.9730495388339385
2472.0,0.0,0.9705056179775281,1.0,0.9730495388339385
2471.0,0.0,0.9705056179775281,1.0,0.9730495388339385
2470.0,0.0,0.9705056179775281,1.0,0.9730495388339385
2469.0,0.0,0.9705056179775281,1.0,0.9730495388339385
2468.0,0.0,0.9705056179775281,1.0,0.9734585367889487
2467.0,0.0,0.9705056179775281,1.0,0.9734585367889487
2466.0,0.0,0.973314606741573,1.0,0.9734585367889487
2465.0,0.0,0.973314606741573,1.0,0.9734585367889487
2464.0,0.0,0.973314606741573,1.0,0.9734585367889487
2463.0,0.0,0.973314606741573,1.0,0.9734585367889487
2462.0,0.0,0.973314606741573,1.0,0.9734585367889487
2461.0,0.0,0.973314606741573,1.0,0.9734585367889487
2460.0,0.0,0.973314606741573,1.0,0.9734585367889487
2459.0,0.0,0.973314606741573,1.0,0.9734585367889487
2458.0,0.0,0.973314606741573,1.0,0.9734585367889487
2457.0,0.0,0.973314606741573,1.0,0.9734585367889487
2456.0,0.0,0.973314606741573,1.0,0.9734585367889487
