N_features,min_var,accuracy_test,accuracy_train,mean_cv
2643.0,0.0012753434026394007,0.9705056179775281,1.0,0.9730503735236425
2642.0,0.0012993398666122224,0.9705056179775281,1.0,0.9730503735236425
2641.0,0.001312097211583997,0.9705056179775281,1.0,0.9730503735236425
2640.0,0.0013225686354574496,0.9705056179775281,1.0,0.9738667000542549
2639.0,0.0013225686354574498,0.9705056179775281,1.0,0.9738667000542549
2638.0,0.001359802424062346,0.9705056179775281,1.0,0.9738667000542549
2637.0,0.0013651655537674438,0.9705056179775281,1.0,0.9738667000542549
2636.0,0.0013679855406501787,0.9705056179775281,1.0,0.974683026584867
2635.0,0.0014056201160537712,0.9705056179775281,1.0,0.974683026584867
2634.0,0.0014237337101711514,0.9705056179775281,1.0,0.974683026584867
2633.0,0.0014368103083577575,0.9705056179775281,1.0,0.974683026584867
2632.0,0.0014434626140884797,0.9705056179775281,1.0,0.974683026584867
2631.0,0.0014809678251585464,0.9705056179775281,1.0,0.974683026584867
2630.0,0.0014823345365852284,0.9705056179775281,1.0,0.974683026584867
2629.0,0.001499816018009218,0.9705056179775281,1.0,0.974683026584867
2628.0,0.0015137127918699873,0.9705056179775281,1.0,0.974683026584867
2627.0,0.0015513662953970527,0.9705056179775281,1.0,0.974683026584867
2626.0,0.001553630333309314,0.9705056179775281,1.0,0.974683026584867
2625.0,0.0016258136574352074,0.9705056179775281,1.0,0.974683026584867
2624.0,0.0016258136574352077,0.9705056179775281,1.0,0.974683026584867
2623.0,0.0016299485411209503,0.9705056179775281,1.0,0.974683026584867
2622.0,0.0016313181050288633,0.9705056179775281,1.0,0.974683026584867
2621.0,0.0016313181050288633,0.9705056179775281,1.0,0.974683026584867
2620.0,0.0016435832235779848,0.9705056179775281,1.0,0.974683026584867
2619.0,0.001647385487473879,0.9705056179775281,1.0,0.974683026584867
2618.0,0.0016778987109084139,0.9705056179775281,1.0,0.974683026584867
2617.0,0.001685980327660305,0.9705056179775281,1.0,0.974683026584867
2616.0,0.0017267285299855614,0.9705056179775281,1.0,0.974683026584867
2615.0,0.0017290637501768094,0.9705056179775281,1.0,0.974683026584867
2614.0,0.0017506390061128572,0.9705056179775281,1.0,0.974683026584867
2613.0,0.0017696891681070897,0.9691011235955056,1.0,0.974683026584867
2612.0,0.0017979356498259275,0.9691011235955056,1.0,0.974683026584867
2611.0,0.001839124901809551,0.9691011235955056,1.0,0.974683026584867
2610.0,0.0018476856737885937,0.9691011235955056,1.0,0.974683026584867
2609.0,0.001851247319549994,0.9691011235955056,1.0,0.974683026584867
2608.0,0.0018875117761818214,0.9705056179775281,1.0,0.9750911898501732
2607.0,0.0018904640028508109,0.9705056179775281,1.0,0.9750911898501732
2606.0,0.001891940145971278,0.9705056179775281,1.0,0.9750911898501732
2605.0,0.0018979655087938273,0.9705056179775281,1.0,0.9750911898501732
2604.0,0.0019261963666642645,0.9705056179775281,1.0,0.9750911898501732
2603.0,0.001930976895998633,0.9705056179775281,1.0,0.9750911898501732
2602.0,0.0019399841738791611,0.9705056179775281,1.0,0.9750911898501732
2601.0,0.0019617146951032725,0.9705056179775281,1.0,0.9750911898501732
2600.0,0.0019703521367987363,0.9705056179775281,1.0,0.9738667000542549
2599.0,0.0019843464074527774,0.9705056179775281,1.0,0.9738667000542549
2598.0,0.0020047798621285998,0.9676966292134831,1.0,0.9726405408789283
2597.0,0.0020096937914312134,0.9676966292134831,1.0,0.9726405408789283
2596.0,0.0020383136240749197,0.9676966292134831,1.0,0.9726405408789283
2595.0,0.0020383136240749197,0.9676966292134831,1.0,0.9726405408789283
2594.0,0.0020383136240749197,0.9676966292134831,1.0,0.9726405408789283
2593.0,0.0020383136240749197,0.9676966292134831,1.0,0.9726405408789283
2592.0,0.0020383136240749197,0.9676966292134831,1.0,0.9726405408789283
2591.0,0.0020383136240749197,0.9676966292134831,1.0,0.9726405408789283
2590.0,0.0020383136240749197,0.9676966292134831,1.0,0.9726405408789283
2589.0,0.00203831362407492,0.9676966292134831,1.0,0.9726405408789283
2588.0,0.0020767947167978393,0.9676966292134831,1.0,0.9726405408789283
2587.0,0.0020802850369765436,0.9676966292134831,1.0,0.9726405408789283
2586.0,0.0020852157184980775,0.9676966292134831,1.0,0.9726405408789283
2585.0,0.002085949613954742,0.9676966292134831,1.0,0.9726405408789283
2584.0,0.0020939800016849825,0.9676966292134831,1.0,0.9734585367889487
2583.0,0.0021062591490591067,0.9676966292134831,1.0,0.9734585367889487
2582.0,0.002117951304654161,0.9676966292134831,1.0,0.9734585367889487
2581.0,0.0021453082389890758,0.9676966292134831,1.0,0.9734585367889487
2580.0,0.0021715115881659587,0.9676966292134831,1.0,0.9734585367889487
2579.0,0.002174886560041193,0.9676966292134831,1.0,0.9734585367889487
2578.0,0.002175489276817149,0.9676966292134831,1.0,0.9734585367889487
2577.0,0.0021759314859740005,0.9676966292134831,1.0,0.9734585367889487
2576.0,0.0021857660990079984,0.9676966292134831,1.0,0.9734585367889487
2575.0,0.002190306434265553,0.9676966292134831,1.0,0.9734585367889487
2574.0,0.0022331585587821627,0.9676966292134831,1.0,0.9734585367889487
2573.0,0.0022546100847368267,0.9676966292134831,1.0,0.9734585367889487
2572.0,0.002313000849130542,0.9676966292134831,1.0,0.9734585367889487
2571.0,0.002327010389684121,0.9691011235955056,1.0,0.9734585367889487
2570.0,0.0023394736280247775,0.9691011235955056,1.0,0.9738667000542549
2569.0,0.002339486034743621,0.9691011235955056,1.0,0.9738667000542549
2568.0,0.0023407579991299634,0.9691011235955056,1.0,0.9738667000542549
2567.0,0.0023433334133980254,0.9691011235955056,1.0,0.9738667000542549
2566.0,0.002385436692106481,0.9719101123595506,1.0,0.9734585367889487
2565.0,0.002396293265143421,0.9719101123595506,1.0,0.9734585367889487
2564.0,0.002396936724873697,0.9705056179775281,1.0,0.9730495388339385
2563.0,0.0024003300917141046,0.9705056179775281,1.0,0.9730495388339385
2562.0,0.0024334317776146044,0.9705056179775281,1.0,0.9730495388339385
2561.0,0.002444975540236511,0.9691011235955056,1.0,0.9722340469930304
2560.0,0.0024449755402365116,0.9691011235955056,1.0,0.9722340469930304
2559.0,0.0024449755402365116,0.9691011235955056,1.0,0.9722340469930304
2558.0,0.0024540361945785526,0.9691011235955056,1.0,0.9722340469930304
2557.0,0.0024616191966442217,0.9691011235955056,1.0,0.9726422102583365
2556.0,0.0024660173353954293,0.9691011235955056,1.0,0.9726422102583365
2555.0,0.0024741011145168555,0.9691011235955056,1.0,0.9726422102583365
2554.0,0.0025038764655174713,0.9691011235955056,1.0,0.9726422102583365
2553.0,0.002505876600144768,0.9691011235955056,1.0,0.9726422102583365
2552.0,0.002532250210419154,0.9691011235955056,1.0,0.9726422102583365
2551.0,0.002538940352693866,0.9691011235955056,1.0,0.9726422102583365
2550.0,0.002544597701609567,0.9691011235955056,1.0,0.9726422102583365
2549.0,0.002548512531458752,0.9691011235955056,1.0,0.9718258837277242
2548.0,0.0025639151808811178,0.9691011235955056,1.0,0.9718258837277242
2547.0,0.002592933632041356,0.9691011235955056,1.0,0.9718258837277242
2546.0,0.0025962396277308957,0.9691011235955056,1.0,0.9718258837277242
2545.0,0.002604516974370123,0.9691011235955056,1.0,0.9718258837277242
2544.0,0.002617136868812223,0.9691011235955056,1.0,0.9718258837277242
2543.0,0.0026216656309326737,0.9691011235955056,1.0,0.9718258837277242
2542.0,0.0026374406817004435,0.9691011235955056,1.0,0.9718258837277242
2541.0,0.002643415880031065,0.9719101123595506,1.0,0.9726405408789282
2540.0,0.0026503758787099975,0.9719101123595506,1.0,0.9726405408789282
2539.0,0.0026751882187474145,0.9719101123595506,1.0,0.9726405408789282
2538.0,0.0026795150481589126,0.9719101123595506,1.0,0.9726405408789282
2537.0,0.002697950777561603,0.9719101123595506,1.0,0.9738650306748466
2536.0,0.002722074150133701,0.9719101123595506,1.0,0.9738650306748466
2535.0,0.0027559007185263204,0.9719101123595506,1.0,0.9738650306748466
2534.0,0.0027899026788645227,0.9719101123595506,1.0,0.9738650306748466
2533.0,0.002793582317393112,0.973314606741573,1.0,0.9742740286298568
2532.0,0.0028021450405651773,0.973314606741573,1.0,0.9742740286298568
2531.0,0.0028049449423453708,0.973314606741573,1.0,0.9750911898501732
2530.0,0.002812918671620003,0.973314606741573,1.0,0.9750911898501732
2529.0,0.0028286055132547105,0.973314606741573,1.0,0.9750911898501732
2528.0,0.0028287730560366854,0.973314606741573,1.0,0.9750911898501732
2527.0,0.002831880752240403,0.973314606741573,1.0,0.9730503735236427
2526.0,0.002836945313037424,0.973314606741573,1.0,0.9730503735236427
2525.0,0.002850323895040526,0.973314606741573,1.0,0.9714177204624181
2524.0,0.0028513038535136394,0.973314606741573,1.0,0.9714177204624181
2523.0,0.0028513038535136394,0.973314606741573,1.0,0.9714177204624181
2522.0,0.002860863017647477,0.973314606741573,1.0,0.9714177204624181
2521.0,0.002870159309107434,0.973314606741573,1.0,0.9714177204624181
2520.0,0.002879879663856831,0.973314606741573,1.0,0.9714177204624181
2519.0,0.00288200913675528,0.973314606741573,1.0,0.9714177204624181
2518.0,0.002889508055842454,0.973314606741573,1.0,0.9714177204624181
2517.0,0.0029028778179000644,0.973314606741573,1.0,0.9714177204624181
2516.0,0.0029045552139462015,0.973314606741573,1.0,0.9714177204624181
2515.0,0.0029221297883519817,0.973314606741573,1.0,0.9714177204624181
2514.0,0.002923117086939581,0.9676966292134831,1.0,0.971008722507408
2513.0,0.002931201744342763,0.9676966292134831,1.0,0.971416885772714
2512.0,0.0029334896011615243,0.9676966292134831,1.0,0.971416885772714
2511.0,0.002940104771321894,0.9676966292134831,1.0,0.971416885772714
2510.0,0.003007297972930231,0.9676966292134831,1.0,0.971416885772714
2509.0,0.003019123896552859,0.9676966292134831,1.0,0.971416885772714
2508.0,0.0030337012305943203,0.9676966292134831,1.0,0.971416885772714
2507.0,0.003034232910191434,0.9676966292134831,1.0,0.971416885772714
2506.0,0.0030450705669604334,0.9676966292134831,1.0,0.971416885772714
2505.0,0.003056726637844466,0.9676966292134831,1.0,0.971416885772714
2504.0,0.0030631423157775374,0.9676966292134831,1.0,0.971416885772714
2503.0,0.0030694400470894162,0.9676966292134831,1.0,0.971416885772714
2502.0,0.00307470426845632,0.9676966292134831,1.0,0.971416885772714
2501.0,0.0030838999544284844,0.9676966292134831,1.0,0.971416885772714
2500.0,0.003084210792320194,0.9676966292134831,1.0,0.971416885772714
2499.0,0.0030957427867835175,0.9676966292134831,1.0,0.971416885772714
2498.0,0.0031098350607786955,0.9676966292134831,1.0,0.971416885772714
2497.0,0.0031164188929117534,0.9676966292134831,1.0,0.971416885772714
2496.0,0.0031289131098896764,0.9676966292134831,1.0,0.971416885772714
2495.0,0.003130779669973337,0.9676966292134831,1.0,0.971416885772714
2494.0,0.0031307796699733374,0.9676966292134831,1.0,0.971416885772714
2493.0,0.003135450110355834,0.9676966292134831,1.0,0.971416885772714
2492.0,0.0031354501103558344,0.9676966292134831,1.0,0.971416885772714
2491.0,0.0031491908046735774,0.9676966292134831,1.0,0.971416885772714
2490.0,0.003153280075601178,0.9676966292134831,1.0,0.971008722507408
2489.0,0.00316009757652891,0.9676966292134831,1.0,0.971008722507408
2488.0,0.003171263060825255,0.9676966292134831,1.0,0.971008722507408
2487.0,0.003186528547014279,0.9676966292134831,1.0,0.971008722507408
2486.0,0.0031921354584681936,0.9676966292134831,1.0,0.971416885772714
2485.0,0.003230443531706953,0.9676966292134831,1.0,0.9722332123033262
2484.0,0.0032363312090604467,0.9676966292134831,1.0,0.9722332123033262
2483.0,0.00324063489389962,0.9676966292134831,1.0,0.9722332123033262
2482.0,0.003242613086929795,0.9676966292134831,1.0,0.9722332123033262
2481.0,0.003242898039393608,0.9747191011235955,1.0,0.9722332123033262
2480.0,0.0032572985639063023,0.9747191011235955,1.0,0.9722332123033262
2479.0,0.0032572985639063023,0.9747191011235955,1.0,0.9722332123033262
2478.0,0.003264985046693238,0.9747191011235955,1.0,0.9722332123033262
2477.0,0.0032736821722322007,0.9747191011235955,1.0,0.9722332123033262
2476.0,0.003282438877279509,0.9747191011235955,1.0,0.9722332123033262
2475.0,0.0032846354669387678,0.9747191011235955,1.0,0.9722332123033262
2474.0,0.0032944496757546762,0.9747191011235955,1.0,0.9722332123033262
2473.0,0.0033035790140655864,0.9747191011235955,1.0,0.9722332123033262
2472.0,0.0033057910791919874,0.9747191011235955,1.0,0.9722332123033262
2471.0,0.0033074190612681713,0.9747191011235955,1.0,0.9722332123033262
2470.0,0.003335028035986409,0.9747191011235955,1.0,0.9722332123033262
2469.0,0.003355190994323414,0.9747191011235955,1.0,0.9722332123033262
2468.0,0.0033596405154624194,0.9705056179775281,1.0,0.9726413755686323
2467.0,0.0033782852100052393,0.9705056179775281,1.0,0.9726413755686323
2466.0,0.0033828073824390846,0.9705056179775281,1.0,0.9726413755686323
2465.0,0.003394783801638254,0.9705056179775281,1.0,0.9726413755686323
2464.0,0.0034046897648401945,0.9705056179775281,1.0,0.9726413755686323
2463.0,0.003407143380014316,0.9705056179775281,1.0,0.9726413755686323
2462.0,0.003427639324240653,0.9705056179775281,1.0,0.9726413755686323
2461.0,0.0034346918977200243,0.9705056179775281,1.0,0.9726413755686323
2460.0,0.0034402694496494727,0.9705056179775281,1.0,0.9726413755686323
2459.0,0.00344276445263967,0.9705056179775281,1.0,0.9726413755686323
2458.0,0.003444761258253131,0.9705056179775281,1.0,0.9726413755686323
2457.0,0.0034643918211841097,0.9705056179775281,1.0,0.9726413755686323
2456.0,0.003465888873584006,0.9705056179775281,1.0,0.9726413755686323
2455.0,0.0034743806328847047,0.9705056179775281,1.0,0.9726413755686323
2454.0,0.0034767825736528456,0.9705056179775281,1.0,0.9726413755686323
2453.0,0.003503241452426894,0.9705056179775281,1.0,0.9726413755686323
2452.0,0.0035034974926407203,0.9705056179775281,1.0,0.97182504903802
2451.0,0.0035289347125810984,0.9705056179775281,1.0,0.97182504903802
2450.0,0.0035416848105786474,0.9705056179775281,1.0,0.97182504903802
2449.0,0.003552672642828739,0.9705056179775281,1.0,0.97182504903802
2448.0,0.003556906403801158,0.9705056179775281,1.0,0.97182504903802
2447.0,0.0035581256542338555,0.9705056179775281,1.0,0.97182504903802
2446.0,0.0035815881380916108,0.9705056179775281,1.0,0.97182504903802
2445.0,0.003597926848759676,0.9705056179775281,1.0,0.97182504903802
2444.0,0.003605393157671398,0.9705056179775281,1.0,0.97182504903802
2443.0,0.0036280914979303284,0.9705056179775281,1.0,0.97182504903802
2442.0,0.003641838438791877,0.9705056179775281,1.0,0.9714160510830098
2441.0,0.003649939068852068,0.9705056179775281,1.0,0.9714160510830098
2440.0,0.003650616364689335,0.9705056179775281,1.0,0.9714160510830098
2439.0,0.0036506163646893353,0.9705056179775281,1.0,0.9714160510830098
2438.0,0.003652626219104377,0.9705056179775281,1.0,0.9714160510830098
2437.0,0.0036544017361946823,0.9705056179775281,1.0,0.9714160510830098
2436.0,0.0036675623487110918,0.9705056179775281,1.0,0.9714160510830098
2435.0,0.0036756782813846915,0.9705056179775281,1.0,0.971824214348316
2434.0,0.0036771847069098497,0.9705056179775281,1.0,0.971824214348316
2433.0,0.0036847689599863354,0.9705056179775281,1.0,0.9722332123033262
2432.0,0.0036941723912921635,0.9705056179775281,1.0,0.9722332123033262
2431.0,0.003699589268128648,0.9705056179775281,1.0,0.9722332123033262
2430.0,0.0037066082728177707,0.9705056179775281,1.0,0.9722332123033262
2429.0,0.003719024972177519,0.9705056179775281,1.0,0.9722332123033262
2428.0,0.0037514144762301276,0.9705056179775281,1.0,0.9726413755686323
2427.0,0.0037603939538702834,0.9705056179775281,1.0,0.9726413755686323
2426.0,0.0037832168392060795,0.9705056179775281,1.0,0.9726413755686323
2425.0,0.003784924885974534,0.9705056179775281,1.0,0.9726413755686323
2424.0,0.0038079245396535543,0.9705056179775281,1.0,0.9726413755686323
2423.0,0.003810292049309175,0.9705056179775281,1.0,0.9726413755686323
2422.0,0.0038121635614910185,0.9705056179775281,1.0,0.9726413755686323
2421.0,0.003815470655391596,0.9705056179775281,1.0,0.9726413755686323
2420.0,0.0038321416379331614,0.9705056179775281,1.0,0.9726413755686323
2419.0,0.0038323255125506128,0.9705056179775281,1.0,0.9726413755686323
2418.0,0.0038325133374433207,0.9705056179775281,1.0,0.9726413755686323
2417.0,0.0038389166594756715,0.9705056179775281,1.0,0.9726413755686323
2416.0,0.0038403999181338523,0.9705056179775281,1.0,0.9726413755686323
2415.0,0.00385202292835327,0.9705056179775281,1.0,0.9726413755686323
2414.0,0.003910923339667919,0.9705056179775281,1.0,0.9726413755686323
2413.0,0.003915874522577334,0.9705056179775281,1.0,0.9710078878177038
2412.0,0.003925442590946818,0.9705056179775281,1.0,0.9710078878177038
2411.0,0.003952635544115306,0.9705056179775281,1.0,0.9710078878177038
2410.0,0.003968845945981653,0.9705056179775281,1.0,0.9710078878177038
2409.0,0.003982759736533786,0.9705056179775281,1.0,0.9710078878177038
2408.0,0.003984534382673934,0.9705056179775281,1.0,0.9710078878177038
2407.0,0.0039900334708539735,0.9705056179775281,1.0,0.9710078878177038
2406.0,0.004004974138938973,0.9705056179775281,1.0,0.9710078878177038
2405.0,0.004007387629068232,0.9705056179775281,1.0,0.9714160510830098
2404.0,0.004014688312601026,0.9705056179775281,1.0,0.9714160510830098
2403.0,0.004022333378703325,0.9705056179775281,1.0,0.9714160510830098
2402.0,0.004042266151050048,0.9705056179775281,1.0,0.9714160510830098
2401.0,0.004056352362640987,0.9705056179775281,1.0,0.9714160510830098
2400.0,0.004068287176038239,0.9705056179775281,1.0,0.9714160510830098
2399.0,0.004068509577961215,0.9705056179775281,1.0,0.9714160510830098
2398.0,0.004070502507692883,0.9705056179775281,1.0,0.97182504903802
2397.0,0.004072796027523573,0.9705056179775281,1.0,0.97182504903802
2396.0,0.004088032296762451,0.9705056179775281,1.0,0.97182504903802
2395.0,0.004088459854162987,0.9705056179775281,1.0,0.97182504903802
2394.0,0.004088845453793332,0.9705056179775281,1.0,0.97182504903802
2393.0,0.004095123674744008,0.9705056179775281,1.0,0.97182504903802
2392.0,0.004101334454370818,0.9705056179775281,1.0,0.97182504903802
2391.0,0.004104123423392767,0.9705056179775281,1.0,0.97182504903802
2390.0,0.004113323565440876,0.9705056179775281,1.0,0.97182504903802
2389.0,0.004162849164593273,0.9705056179775281,1.0,0.97182504903802
2388.0,0.0041701994531309185,0.9705056179775281,1.0,0.97182504903802
2387.0,0.004175460577702339,0.9705056179775281,1.0,0.97182504903802
2386.0,0.00417894992487263,0.9705056179775281,1.0,0.97182504903802
2385.0,0.00418284232162989,0.9705056179775281,1.0,0.97182504903802
2384.0,0.004183977592670388,0.9705056179775281,1.0,0.97182504903802
2383.0,0.004186669287117324,0.9747191011235955,1.0,0.9726405408789282
2382.0,0.004191928745092701,0.9747191011235955,1.0,0.9726405408789282
2381.0,0.004198842570278825,0.9705056179775281,1.0,0.9722323776136221
2380.0,0.004199502839125771,0.9705056179775281,1.0,0.9726405408789282
2379.0,0.004209693098690409,0.9705056179775281,1.0,0.9726405408789282
2378.0,0.004222495109381713,0.9705056179775281,1.0,0.9726405408789282
2377.0,0.004250249016019759,0.9705056179775281,1.0,0.9726405408789282
2376.0,0.004266640861453915,0.9705056179775281,1.0,0.9726405408789282
2375.0,0.004274161856113074,0.9705056179775281,1.0,0.9726405408789282
2374.0,0.004292801917282498,0.9705056179775281,1.0,0.9726405408789282
2373.0,0.004297310745600964,0.9705056179775281,1.0,0.9726405408789282
2372.0,0.004303922013431296,0.9705056179775281,1.0,0.9726405408789282
2371.0,0.004317303195797018,0.9705056179775281,1.0,0.9726405408789282
2370.0,0.004321731959423215,0.9705056179775281,1.0,0.9726405408789282
2369.0,0.004323456315666021,0.9705056179775281,1.0,0.9726405408789282
2368.0,0.00432497124343136,0.9705056179775281,1.0,0.9726405408789282
2367.0,0.004335429693859305,0.9705056179775281,1.0,0.9726405408789282
2366.0,0.004346782776615193,0.9705056179775281,1.0,0.9726405408789282
2365.0,0.004351481983837498,0.9705056179775281,1.0,0.9726405408789282
2364.0,0.00435682587085921,0.9705056179775281,1.0,0.9726405408789282
2363.0,0.0043594199879391895,0.9705056179775281,1.0,0.9726405408789282
2362.0,0.004401910910682499,0.9676966292134831,1.0,0.9734568674095405
2361.0,0.004402765768073937,0.9676966292134831,1.0,0.9722298735445098
2360.0,0.0044029650031299356,0.9676966292134831,1.0,0.9722298735445098
2359.0,0.004422727409901047,0.9676966292134831,1.0,0.9718217102792037
2358.0,0.00442394433869233,0.9676966292134831,1.0,0.9718217102792037
2357.0,0.004424760391581584,0.9705056179775281,1.0,0.9718217102792037
2356.0,0.0044380720733463745,0.9705056179775281,1.0,0.9718217102792037
2355.0,0.004439420385004417,0.9705056179775281,1.0,0.9738658653645509
2354.0,0.004468727919659085,0.9705056179775281,1.0,0.9738658653645509
2353.0,0.004475491196887085,0.9705056179775281,1.0,0.9730495388339385
2352.0,0.0044805135883126904,0.9705056179775281,1.0,0.9730495388339385
2351.0,0.0044880396693861985,0.9705056179775281,1.0,0.9730495388339385
2350.0,0.004491327659415474,0.9705056179775281,1.0,0.9730495388339385
2349.0,0.004497700808920275,0.9705056179775281,1.0,0.9730495388339385
2348.0,0.004528214352752579,0.9705056179775281,1.0,0.9730495388339385
2347.0,0.004535071745377673,0.9705056179775281,1.0,0.9730495388339385
2346.0,0.0045360771874044595,0.9705056179775281,1.0,0.97182504903802
2345.0,0.004544109140185271,0.9705056179775281,1.0,0.97182504903802
2344.0,0.004551112484072316,0.9705056179775281,1.0,0.971008722507408
2343.0,0.004553827127844096,0.9705056179775281,1.0,0.971008722507408
2342.0,0.004554840310971266,0.9705056179775281,1.0,0.971008722507408
2341.0,0.0045655274878768715,0.9705056179775281,1.0,0.971008722507408
2340.0,0.004568754053275046,0.9705056179775281,1.0,0.971008722507408
2339.0,0.004570549670800673,0.9705056179775281,1.0,0.971008722507408
2338.0,0.004572441199155584,0.9691011235955056,1.0,0.97182504903802
2337.0,0.0045793214909416345,0.9691011235955056,1.0,0.97182504903802
2336.0,0.004604413699602612,0.9691011235955056,1.0,0.97182504903802
2335.0,0.004606200977056128,0.9691011235955056,1.0,0.97182504903802
2334.0,0.004616980520260372,0.9691011235955056,1.0,0.97182504903802
2333.0,0.00463830557403307,0.9691011235955056,1.0,0.97182504903802
2332.0,0.0046507995126729065,0.9691011235955056,1.0,0.97182504903802
2331.0,0.0046528415222705285,0.9691011235955056,1.0,0.97182504903802
2330.0,0.0046529777129879785,0.9691011235955056,1.0,0.9705980551729894
2329.0,0.004676806070189066,0.9691011235955056,1.0,0.9714143817036017
2328.0,0.004680411402042479,0.9691011235955056,1.0,0.9714143817036017
2327.0,0.004707245631340872,0.9691011235955056,1.0,0.9714143817036017
2326.0,0.004708496263923048,0.9691011235955056,1.0,0.9714143817036017
2325.0,0.004729182290401754,0.9691011235955056,1.0,0.9705980551729894
2324.0,0.004746621728690115,0.9691011235955056,1.0,0.9705980551729894
2323.0,0.004751145592305249,0.9691011235955056,1.0,0.9705980551729894
2322.0,0.004761825859041641,0.9691011235955056,1.0,0.9705980551729894
2321.0,0.004771323979775658,0.9691011235955056,1.0,0.9705980551729894
2320.0,0.004771457189260774,0.9691011235955056,1.0,0.9697817286423772
2319.0,0.004786164095589235,0.9691011235955056,1.0,0.9697817286423772
2318.0,0.004793873449747396,0.9691011235955056,1.0,0.9710062184382956
2317.0,0.004807551168010418,0.9691011235955056,1.0,0.9710062184382956
2316.0,0.004811322733954219,0.9691011235955056,1.0,0.9710062184382956
2315.0,0.004813169040584793,0.9691011235955056,1.0,0.9710062184382956
2314.0,0.0048161734031059306,0.9691011235955056,1.0,0.9710062184382956
2313.0,0.004828401348289417,0.9719101123595506,1.0,0.9705980551729894
2312.0,0.004850711041187947,0.9719101123595506,1.0,0.9705980551729894
2311.0,0.004853379124020571,0.9719101123595506,1.0,0.9705980551729894
2310.0,0.004854986162152353,0.9705056179775281,1.0,0.9705980551729894
2309.0,0.004887018669933042,0.9705056179775281,1.0,0.9705980551729894
2308.0,0.004932819051126644,0.9705056179775281,1.0,0.9705980551729894
2307.0,0.004941216993126365,0.9719101123595506,1.0,0.9710062184382956
2306.0,0.004945243152300392,0.9719101123595506,1.0,0.9710062184382956
2305.0,0.004979486387964439,0.9719101123595506,1.0,0.9710062184382956
2304.0,0.00498259927354636,0.9719101123595506,1.0,0.9710062184382956
2303.0,0.004982799435277037,0.9719101123595506,1.0,0.9710062184382956
2302.0,0.004986862718409808,0.9719101123595506,1.0,0.9710062184382956
2301.0,0.005015396190121618,0.9719101123595506,1.0,0.9710062184382956
2300.0,0.00501664198839329,0.9719101123595506,1.0,0.9710062184382956
2299.0,0.005018837113391735,0.9719101123595506,1.0,0.9710062184382956
2298.0,0.005023712220698814,0.973314606741573,1.0,0.9710062184382956
2297.0,0.005024652511822144,0.973314606741573,1.0,0.9714152163933057
2296.0,0.005061417041142814,0.973314606741573,1.0,0.9714152163933057
2295.0,0.005065574465649725,0.9662921348314607,1.0,0.9714152163933057
2294.0,0.005071044162942917,0.9662921348314607,1.0,0.9714152163933057
2293.0,0.005088171848914529,0.9662921348314607,1.0,0.9714152163933057
2292.0,0.0050924213431119015,0.9662921348314607,1.0,0.9705988898626936
2291.0,0.0051102123849403654,0.9662921348314607,1.0,0.9705988898626936
2290.0,0.005117011088169116,0.9662921348314607,1.0,0.9705988898626936
2289.0,0.005129691086694345,0.9662921348314607,1.0,0.9705988898626936
2288.0,0.005131229366661596,0.9662921348314607,1.0,0.9705988898626936
2287.0,0.005138945167103304,0.9662921348314607,1.0,0.9705988898626936
